ν,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri
3292.0,97.024725,98.029805,95.977231,97.988136,98.6126,97.526413,97.532989,99.945468
3291.0,96.9787,97.998329,95.93054,97.960112,98.587259,97.502029,97.505152,99.931145
3290.0,96.92995,97.968925,95.884802,97.939444,98.561059,97.476344,97.474803,99.908038
3289.0,96.886047,97.948967,95.838755,97.926698,98.538872,97.451787,97.443972,99.88806
3288.0,96.852075,97.940324,95.791671,97.921559,98.519846,97.430532,97.414748,99.878977
3287.0,96.82703,97.936801,95.742604,97.921125,98.50069,97.412277,97.387545,99.879723
3286.0,96.805664,97.928012,95.688767,97.91882,98.481084,97.395265,97.361925,99.883334
3285.0,96.783139,97.906595,95.626442,97.90734,98.463478,97.379063,97.338486,99.883167
3284.0,96.757469,97.872471,95.55454,97.883761,98.447759,97.364297,97.317921,99.876312
3283.0,96.729527,97.831561,95.477201,97.852042,98.429443,97.34971,97.298188,99.863331
3282.0,96.703159,97.792133,95.402684,97.820644,98.405877,97.332233,97.275306,99.847133
3281.0,96.684088,97.761773,95.339031,97.797051,98.382674,97.311112,97.248385,99.831912
3280.0,96.675225,97.744385,95.289181,97.783166,98.369871,97.29002,97.222159,99.820956
3279.0,96.672428,97.737867,95.249357,97.775347,98.37056,97.273562,97.202851,99.814671
3278.0,96.667215,97.735836,95.212605,97.769112,98.376329,97.262947,97.192473,99.81158
3277.0,96.654305,97.732731,95.174174,97.763357,98.37607,97.25602,97.187942,99.810991
3276.0,96.634974,97.726223,95.132929,97.759319,98.367389,97.25014,97.184227,99.813038
3275.0,96.613534,97.715003,95.088374,97.756581,98.356879,97.243904,97.176979,99.815992
3274.0,96.593258,97.697853,95.039202,97.752258,98.350316,97.23697,97.1633,99.815843
3273.0,96.575656,97.676579,94.98592,97.743739,98.345398,97.229117,97.141982,99.809764
3272.0,96.560183,97.656105,94.932181,97.729838,98.333969,97.219012,97.113531,99.798401
3271.0,96.543419,97.638329,94.881321,97.70934,98.309095,97.204012,97.07991,99.783708
3270.0,96.521234,97.618316,94.833207,97.681477,98.270134,97.182471,97.044478,99.766353
3269.0,96.493184,97.59029,94.786385,97.648954,98.223657,97.156318,97.011332,99.746907
3268.0,96.462562,97.555856,94.74137,97.618045,98.180617,97.12977,96.982874,99.728206
3267.0,96.431343,97.522539,94.699074,97.593992,98.150592,97.105393,96.957865,99.714443
3266.0,96.397916,97.495073,94.657638,97.577506,98.136216,97.083121,96.933478,99.70816
3265.0,96.361429,97.471706,94.614395,97.566061,98.132118,97.06297,96.909171,99.709026
3264.0,96.32588,97.448901,94.570943,97.556293,98.129133,97.045941,96.886568,99.714739
3263.0,96.297677,97.426269,94.532984,97.544673,98.120104,97.031414,96.865597,99.722121
3262.0,96.280301,97.406152,94.503959,97.529063,98.103421,97.016431,96.843684,99.728472
3261.0,96.272106,97.390718,94.480454,97.511318,98.083101,96.999101,96.819614,99.733326
3260.0,96.266907,97.379733,94.454068,97.495463,98.065523,96.980705,96.795323,99.737709
3259.0,96.255523,97.369007,94.416453,97.481345,98.054074,96.962864,96.772201,99.740477
3258.0,96.22994,97.350989,94.363273,97.463026,98.045638,96.944765,96.74807,99.736919
3257.0,96.189405,97.319649,94.296511,97.436176,98.032752,96.925029,96.71999,99.723156
3256.0,96.14165,97.276141,94.224101,97.40447,98.009954,96.904339,96.688272,99.700858
3255.0,96.095787,97.228518,94.155069,97.374981,97.978063,96.883648,96.655474,99.675481
3254.0,96.054265,97.185416,94.092981,97.348935,97.942467,96.860921,96.622882,99.651056
3253.0,96.012965,97.150817,94.03453,97.32089,97.908265,96.832401,96.590276,99.629295
3252.0,95.96801,97.124023,93.974636,97.286592,97.877814,96.797241,96.558068,99.612442
3251.0,95.920404,97.101873,93.911345,97.248302,97.852298,96.759378,96.527048,99.602524
3250.0,95.873977,97.079675,93.845235,97.212132,97.83361,96.724518,96.495975,99.596907
3249.0,95.830297,97.051802,93.775981,97.182465,97.822697,96.695979,96.461649,99.588207
3248.0,95.786688,97.013952,93.701631,97.158748,97.815653,96.672966,96.422249,99.571007
3247.0,95.739961,96.96626,93.621009,97.135477,97.803361,96.651705,96.379791,99.547396
3246.0,95.692082,96.91453,93.535515,97.105861,97.777892,96.628222,96.338683,99.524941
3245.0,95.650266,96.867587,93.448199,97.068455,97.740531,96.600858,96.301903,99.510762
3244.0,95.619509,96.831631,93.361547,97.030673,97.702113,96.570794,96.268571,99.50826
3243.0,95.596218,96.806089,93.276135,97.003213,97.673592,96.540706,96.235204,99.516898
3242.0,95.571616,96.78503,93.190638,96.98978,97.655913,96.512962,96.199168,99.532316
3241.0,95.540037,96.762046,93.102436,96.983169,97.639406,96.487929,96.160417,99.547011
3240.0,95.500776,96.732901,93.008713,96.97167,97.612896,96.462841,96.120028,99.553115
3239.0,95.453476,96.695138,92.908605,96.948727,97.57389,96.43325,96.078501,99.546061
3238.0,95.397454,96.648952,92.80532,96.917008,97.531083,96.39739,96.036541,99.526428
3237.0,95.336925,96.599441,92.705109,96.884633,97.497395,96.358742,95.996101,99.499263
3236.0,95.281446,96.554275,92.611951,96.857574,97.479393,96.322619,95.958668,99.471472
3235.0,95.237175,96.51625,92.522898,96.834512,97.472147,96.290491,95.9231,99.448229
3234.0,95.199998,96.480102,92.429998,96.80864,97.46396,96.259336,95.886905,99.430689
3233.0,95.160108,96.439123,92.327142,96.77474,97.445767,96.225876,95.848841,99.417147
3232.0,95.111708,96.393114,92.213792,96.734102,97.415823,96.189178,95.808346,99.405985
3231.0,95.05648,96.347531,92.092551,96.692441,97.377117,96.14976,95.763663,99.396411
3230.0,94.999906,96.307007,91.966345,96.654763,97.333737,96.109031,95.713616,99.387121
3229.0,94.946687,96.273032,91.839162,96.623485,97.290743,96.069801,95.660945,99.37651
3228.0,94.898179,96.246067,91.716059,96.59947,97.25424,96.034476,95.610735,99.364559
3227.0,94.852099,96.225192,91.598944,96.581806,97.228046,96.002048,95.565136,99.352694
3226.0,94.805724,96.205576,91.483682,96.566755,97.210697,95.969339,95.522256,99.341436
3225.0,94.760415,96.180673,91.364352,96.549655,97.197661,95.935604,95.480222,99.330583
3224.0,94.721011,96.148806,91.239513,96.528569,97.185804,95.903129,95.439008,99.322432
3223.0,94.689342,96.114965,91.111059,96.504435,97.173734,95.87263,95.397734,99.321684
3222.0,94.660489,96.084081,90.977311,96.477282,97.158625,95.841043,95.353789,99.329552
3221.0,94.627286,96.053974,90.831133,96.444302,97.135862,95.80528,95.306358,99.339613
3220.0,94.586914,96.016992,90.666958,96.403052,97.103219,95.765877,95.258353,99.342457
3219.0,94.541574,95.96857,90.487693,96.355903,97.064134,95.725641,95.213142,99.334326
3218.0,94.494547,95.912854,90.302517,96.31008,97.02569,95.686842,95.171198,99.319155
3217.0,94.447313,95.859172,90.118549,96.272733,96.993425,95.650736,95.130876,99.302554
3216.0,94.398949,95.813255,89.936009,96.245425,96.967776,95.61749,95.090393,99.286015
3215.0,94.347066,95.772739,89.751001,96.222933,96.944481,95.585181,95.048143,99.267435
3214.0,94.291305,95.731849,89.561501,96.197804,96.918399,95.550877,95.003356,99.245754
3213.0,94.236856,95.68945,89.369906,96.166895,96.887919,95.513913,94.95746,99.224383
3212.0,94.191426,95.650244,89.179981,96.133506,96.856099,95.476363,94.912849,99.21039
3211.0,94.156402,95.617999,88.992124,96.103084,96.827526,95.439777,94.869669,99.209556
3210.0,94.123421,95.590358,88.802518,96.077425,96.804568,95.403836,94.825939,99.220544
3209.0,94.082176,95.561557,88.606688,96.05316,96.786688,95.368728,94.781089,99.233712
3208.0,94.029692,95.527713,88.402584,96.024687,96.771618,95.335735,94.736516,99.23707
3207.0,93.969764,95.487311,88.189737,95.98787,96.75545,95.304092,94.692025,99.224417
3206.0,93.906329,95.439052,87.967263,95.942484,96.732807,95.270317,94.644957,99.198131
3205.0,93.841297,95.38316,87.734796,95.893223,96.70005,95.232379,94.593957,99.165699
3204.0,93.777023,95.324488,87.494928,95.848025,96.659383,95.19169,94.540372,99.135213
3203.0,93.716012,95.27066,87.252308,95.813081,96.617898,95.148881,94.484549,99.11304
3202.0,93.657465,95.225307,87.008914,95.787951,96.580901,95.100596,94.424293,99.101911
3201.0,93.597228,95.184138,86.760853,95.765727,96.546669,95.043704,94.359349,99.098672
3200.0,93.532396,95.138638,86.501405,95.738579,96.508976,94.981091,94.294374,99.095136
3199.0,93.464595,95.083715,86.228384,95.703876,96.464849,94.920052,94.234252,99.084328
3198.0,93.398206,95.022151,85.948276,95.665576,96.418987,94.865343,94.177991,99.067172
3197.0,93.335974,94.961925,85.671308,95.629623,96.379575,94.815612,94.119495,99.051882
3196.0,93.275847,94.908419,85.400467,95.597026,96.349253,94.765884,94.053001,99.045333
3195.0,93.211349,94.858724,85.125554,95.5612,96.320718,94.71169,93.976244,99.04524
3194.0,93.136295,94.804159,84.829841,95.513309,96.282313,94.651467,93.890642,99.041739
3193.0,93.050806,94.738469,84.503733,95.45119,96.228317,94.586786,93.800964,99.026775
3192.0,92.961941,94.662324,84.152204,95.382406,96.163192,94.520303,93.713149,99.001348
3191.0,92.87655,94.579821,83.789769,95.317393,96.096026,94.452811,93.629738,98.973429
3190.0,92.793843,94.49338,83.429518,95.25976,96.032718,94.382812,93.547883,98.949925
3189.0,92.706502,94.404074,83.075782,95.203813,95.974374,94.309092,93.463099,98.931707
3188.0,92.608631,94.314708,82.723852,95.140795,95.920451,94.232056,93.373569,98.915618
3187.0,92.500771,94.228914,82.364558,95.066505,95.86969,94.151856,93.27962,98.898889
3186.0,92.387299,94.14698,81.990855,94.983582,95.818212,94.067162,93.181345,98.880379
3185.0,92.271376,94.065067,81.60285,94.898617,95.7607,93.977208,93.079332,98.859323
3184.0,92.15415,93.979492,81.207464,94.818369,95.695949,93.883936,92.976522,98.835498
3183.0,92.037824,93.890404,80.812812,94.747531,95.629716,93.790848,92.876542,98.81104
3182.0,91.926714,93.800226,80.422117,94.68706,95.569731,93.700617,92.78008,98.789669
3181.0,91.823326,93.70926,80.031869,94.632375,95.518059,93.614146,92.68398,98.772376
3180.0,91.723817,93.614053,79.634907,94.574207,95.469586,93.530256,92.583514,98.75494
3179.0,91.61938,93.510627,79.226452,94.504613,95.417369,93.445441,92.475212,98.73186
3178.0,91.502998,93.399081,78.80942,94.423768,95.357522,93.35573,92.359129,98.702624
3177.0,91.373687,93.284124,78.393941,94.338769,95.288838,93.260153,92.239513,98.671869
3176.0,91.234295,93.170757,77.990044,94.254227,95.210798,93.161263,92.121774,98.642937
3175.0,91.088637,93.060564,77.600581,94.16665,95.125062,93.061471,92.007311,98.61416
3174.0,90.942805,92.952904,77.22185,94.070873,95.037928,92.960341,91.892234,98.583211
3173.0,90.805452,92.847839,76.849653,93.969665,94.957284,92.856452,91.772172,98.552291
3172.0,90.681665,92.745804,76.482891,93.872545,94.885268,92.750562,91.647283,98.525463
3171.0,90.567439,92.64594,76.123209,93.785647,94.816456,92.645903,91.521763,98.502186
3170.0,90.454523,92.548023,75.775144,93.707476,94.74588,92.546019,91.399959,98.478178
3169.0,90.340482,92.45539,75.446265,93.6354,94.676966,92.452577,91.284232,98.453408
3168.0,90.229871,92.371894,75.142512,93.571078,94.617954,92.364058,91.175086,98.434858
3167.0,90.125708,92.295023,74.861569,93.516242,94.570953,92.27653,91.071329,98.428596
3166.0,90.024631,92.215631,74.59397,93.466249,94.528272,92.187217,90.970398,98.431505
3165.0,89.92135,92.126381,74.332486,93.411552,94.480254,92.097294,90.869668,98.433288
3164.0,89.813257,92.028213,74.077876,93.344825,94.423403,92.009544,90.767418,98.424671
3163.0,89.699146,91.927412,73.83436,93.265107,94.359622,91.923599,90.66238,98.401981
3162.0,89.577855,91.82887,73.60305,93.176638,94.291103,91.835784,90.553354,98.36677
3161.0,89.450599,91.733118,73.382366,93.085386,94.218773,91.743511,90.439937,98.324918
3160.0,89.321034,91.636568,73.171793,92.995125,94.143521,91.646983,90.323058,98.284656
3159.0,89.190733,91.532976,72.971596,92.905069,94.065964,91.546464,90.204476,98.251301
3158.0,89.057984,91.418281,72.780706,92.81268,93.986171,91.441418,90.086184,98.223671
3157.0,88.92301,91.296629,72.598716,92.719531,93.905714,91.333563,89.969629,98.197971
3156.0,88.78995,91.178291,72.429399,92.631154,93.827986,91.227096,89.853889,98.173802
3155.0,88.660124,91.0683,72.278835,92.54857,93.753412,91.123167,89.734693,98.152782
3154.0,88.527001,90.959689,72.149395,92.46327,93.675912,91.016259,89.607074,98.132463
3153.0,88.382628,90.841558,72.037663,92.365317,93.588272,90.898762,89.469625,98.106929
3152.0,88.227307,90.711706,71.938786,92.255421,93.49126,90.76842,89.325162,98.074586
3151.0,88.068629,90.577288,71.851109,92.144394,93.393927,90.629849,89.17744,98.040664
3150.0,87.911946,90.444701,71.775859,92.040308,93.303939,90.489952,89.028792,98.009679
3149.0,87.755827,90.313616,71.714061,91.940372,93.220435,90.353286,88.88051,97.979398
3148.0,87.596848,90.18074,71.665778,91.836781,93.137428,90.220575,88.732969,97.945661
3147.0,87.435448,90.045006,71.632614,91.727002,93.051465,90.089845,88.584723,97.910264
3146.0,87.276114,89.907788,71.61968,91.615888,92.964065,89.959132,88.433563,97.879768
3145.0,87.123337,89.770878,71.633266,91.509768,92.878463,89.828772,88.279626,97.857184
3144.0,86.977407,89.635443,71.675437,91.411098,92.79605,89.700655,88.126431,97.83823
3143.0,86.833023,89.501032,71.741354,91.317941,92.71522,89.575337,87.978225,97.816014
3142.0,86.682777,89.36488,71.82306,91.226028,92.632222,89.450949,87.836704,97.786871
3141.0,86.523597,89.223898,71.916044,91.130692,92.543717,89.324627,87.69941,97.75125
3140.0,86.359349,89.078005,72.021311,91.028242,92.449745,89.193392,87.559807,97.711516
3139.0,86.19597,88.930264,72.141145,90.916751,92.353827,89.054213,87.410035,97.670447
3138.0,86.034985,88.783501,72.274266,90.79611,92.259274,88.905864,87.246279,97.630825
3137.0,85.873376,88.637931,72.416232,90.667922,92.165941,88.751273,87.0717,97.594831
3136.0,85.708753,88.491924,72.564327,90.535997,92.071468,88.595784,86.892633,97.563359
3135.0,85.542117,88.34333,72.721082,90.406378,91.974944,88.442445,86.712942,97.535831
3134.0,85.375035,88.189515,72.892157,90.284594,91.877623,88.290657,86.533988,97.510166
3133.0,85.205745,88.0274,73.08028,90.170597,91.779812,88.138876,86.357686,97.482587
3132.0,85.02939,87.854622,73.281557,90.056712,91.678645,87.985496,86.184747,97.448186
3131.0,84.842208,87.670992,73.488674,89.933256,91.570398,87.826859,86.010174,97.403526
3130.0,84.645137,87.479414,73.697885,89.79767,91.454879,87.658193,85.825561,97.350604
3129.0,84.442885,87.285715,73.911493,89.656748,91.336339,87.478242,85.627595,97.298334
3128.0,84.239534,87.096141,74.132523,89.51869,91.219288,87.290429,85.420887,97.257645
3127.0,84.035775,86.912915,74.358234,89.384472,91.103648,87.098257,85.211181,97.232171
3126.0,83.830371,86.73178,74.580787,89.248474,90.984611,86.902201,84.999125,97.213305
3125.0,83.621754,86.544571,74.793795,89.10538,90.857172,86.702144,84.782052,97.185896
3124.0,83.405865,86.344371,74.99617,88.953189,90.720145,86.499295,84.557978,97.139717
3123.0,83.174565,86.128503,75.189915,88.790762,90.576119,86.292894,84.324974,97.076071
3122.0,82.921017,85.898293,75.377314,88.617234,90.429078,86.077501,84.079439,97.005168
3121.0,82.647697,85.657529,75.561795,88.4349,90.282566,85.846845,83.818417,96.938741
3120.0,82.365546,85.41022,75.748734,88.248589,90.138011,85.599527,83.542642,96.883254
3119.0,82.083291,85.157541,75.941823,88.059925,89.992183,85.338856,83.254977,96.836221
3118.0,81.799368,84.896307,76.138309,87.865087,89.836716,85.067791,82.95614,96.788155
3117.0,81.505195,84.621702,76.330013,87.660401,89.663253,84.785696,82.643184,96.730767
3116.0,81.19376,84.332454,76.51036,87.447261,89.471039,84.489537,82.312083,96.664557
3115.0,80.863514,84.032897,76.680048,87.228724,89.26858,84.177232,81.962089,96.596706
3114.0,80.516848,83.729199,76.845719,87.004035,89.066649,83.85043,81.598747,96.531486
3113.0,80.158275,83.423408,77.014108,86.770722,88.869991,83.514539,81.23198,96.465778
3112.0,79.793335,83.11142,77.187729,86.530953,88.675867,83.175007,80.868678,96.394876
3111.0,79.426152,82.787146,77.364687,86.291253,88.478767,82.833093,80.506753,96.31881
3110.0,79.056782,82.448657,77.540702,86.054946,88.274779,82.486005,80.138405,96.24019
3109.0,78.681769,82.10002,77.710981,85.817993,88.062638,82.130931,79.759184,96.158924
3108.0,78.298241,81.747777,77.87173,85.573807,87.843831,81.767576,79.371604,96.073343
3107.0,77.908066,81.397399,78.021769,85.320363,87.62303,81.397591,78.980455,95.985456
3106.0,77.517944,81.053591,78.163375,85.061412,87.406577,81.024123,78.588343,95.901146
3105.0,77.134256,80.721032,78.300421,84.802535,87.198373,80.652066,78.196922,95.824693
3104.0,76.757095,80.401203,78.434367,84.547836,86.997113,80.285978,77.809039,95.755958
3103.0,76.380646,80.088802,78.561886,84.299339,86.798166,79.926759,77.427355,95.693282
3102.0,76.00087,79.774633,78.676991,84.057118,86.597573,79.572332,77.052538,95.635726
3101.0,75.621386,79.453431,78.775643,83.819227,86.393576,79.22185,76.683984,95.580665
3100.0,75.249492,79.127255,78.857862,83.582445,86.185602,78.876754,76.320728,95.521448
3099.0,74.8878,78.801001,78.9258,83.344254,85.974272,78.537064,75.960979,95.450611
3098.0,74.533128,78.477341,78.980914,83.104644,85.762856,78.199767,75.602866,95.365911
3097.0,74.183143,78.157555,79.023555,82.866428,85.556752,77.862605,75.246752,95.272664
3096.0,73.840365,77.845036,79.054621,82.633925,85.359933,77.527571,74.895405,95.180606
3095.0,73.508424,77.544952,79.076803,82.410637,85.172117,77.199024,74.551411,95.098465
3094.0,73.186931,77.259959,79.093643,82.196869,84.989828,76.879758,74.215925,95.029492
3093.0,72.871844,76.987511,79.107104,81.989021,84.809745,76.569989,73.889762,94.969767
3092.0,72.559929,76.722273,79.116093,81.782316,84.631219,76.268716,73.573215,94.910871
3091.0,72.25221,76.461386,79.11789,81.576066,84.457001,75.975136,73.264471,94.846518
3090.0,71.953405,76.206862,79.111559,81.376375,84.291836,75.689975,72.960861,94.777986
3089.0,71.667396,75.961793,79.099695,81.191758,84.138509,75.415935,72.662645,94.712164
3088.0,71.39272,75.724586,79.086249,81.024846,83.994038,75.155183,72.373421,94.653752
3087.0,71.124114,75.48952,79.072458,80.869061,83.85103,74.905963,72.095888,94.600701
3086.0,70.85992,75.254814,79.05501,80.714357,83.704377,74.663495,71.828907,94.548449
3085.0,70.605424,75.028167,79.028353,80.555765,83.556125,74.425051,71.5695,94.496883
3084.0,70.365712,74.821224,78.989422,80.396191,83.412885,74.192656,71.316091,94.450316
3083.0,70.137009,74.638813,78.941106,80.242774,83.279531,73.970385,71.069178,94.410978
3082.0,69.908937,74.475411,78.890958,80.102162,83.156445,73.760898,70.830346,94.375443
3081.0,69.674714,74.321294,78.844955,79.977952,83.041536,73.56515,70.601088,94.338742
3080.0,69.435667,74.169773,78.801589,79.869882,82.9329,73.383406,70.381406,94.299916
3079.0,69.196737,74.019282,78.752986,79.774458,82.829726,73.215032,70.169629,94.26185
3078.0,68.962551,73.872308,78.692382,79.686984,82.732126,73.058367,69.96496,94.22713
3077.0,68.73842,73.733828,78.619811,79.603428,82.640001,72.912019,69.769874,94.195875
3076.0,68.52996,73.608785,78.540427,79.52092,82.551215,72.776,69.588355,94.1667
3075.0,68.338708,73.499597,78.459396,79.438155,82.461908,72.651567,69.422119,94.137861
3074.0,68.160635,73.406558,78.379699,79.356418,82.370661,72.540627,69.270133,94.107999
3073.0,67.991081,73.330133,78.302535,79.279245,82.282406,72.445067,69.131055,94.077493
3072.0,67.829425,73.270793,78.226715,79.209989,82.206205,72.365471,69.004019,94.049131
3071.0,67.677243,73.226161,78.147812,79.150444,82.147944,72.300404,68.887546,94.02623
3070.0,67.533471,73.190358,78.060445,79.102119,82.105523,72.247483,68.779873,94.010322
3069.0,67.393245,73.157696,77.96241,79.066609,82.071072,72.204564,68.680171,94.001163
3068.0,67.251464,73.12698,77.856065,79.042892,82.037147,72.169402,68.587691,93.997441
3067.0,67.107331,73.102063,77.746136,79.026054,82.001078,72.139746,68.500494,93.99597
3066.0,66.965597,73.088231,77.637001,79.011104,81.964715,72.115464,68.417381,93.992126
3065.0,66.832507,73.087244,77.530863,78.997006,81.930903,72.099421,68.340577,93.984353
3064.0,66.709438,73.095143,77.426552,78.984976,81.900183,72.094314,68.274057,93.977637
3063.0,66.59183,73.106012,77.320904,78.974731,81.87103,72.099657,68.219485,93.978996
3062.0,66.476159,73.119096,77.213738,78.966042,81.843524,72.113828,68.176012,93.989253
3061.0,66.366526,73.141059,77.111337,78.963012,81.822122,72.13763,68.143368,94.002706
3060.0,66.271796,73.179293,77.022165,78.972127,81.813531,72.173113,68.122588,94.015601
3059.0,66.196911,73.233395,76.947925,78.994384,81.821044,72.219703,68.113858,94.031051
3058.0,66.139596,73.295112,76.880655,79.02228,81.841078,72.274654,68.11605,94.053134
3057.0,66.094829,73.356771,76.810318,79.046663,81.865526,72.337254,68.128259,94.079297
3056.0,66.059288,73.418473,76.734791,79.065374,81.887909,72.409744,68.149806,94.102462
3055.0,66.031228,73.486751,76.661124,79.083926,81.907609,72.493732,68.179338,94.119316
3054.0,66.009368,73.567002,76.5973,79.108961,81.928447,72.588109,68.216306,94.13273
3053.0,65.993438,73.65716,76.544318,79.142285,81.953691,72.690601,68.26261,94.146065
3052.0,65.984035,73.748134,76.497123,79.180293,81.983009,72.798534,68.31965,94.158639
3051.0,65.980858,73.8311,76.452451,79.218163,82.013868,72.907507,68.38362,94.168224
3050.0,65.98226,73.905042,76.413473,79.254912,82.044119,73.012143,68.446696,94.175968
3049.0,65.987071,73.976522,76.385228,79.294515,82.072243,73.109635,68.503718,94.186906
3048.0,65.995982,74.051934,76.366905,79.341309,82.09707,73.201003,68.555873,94.205472
3047.0,66.01071,74.131565,76.351638,79.394317,82.119787,73.287705,68.607258,94.23088
3046.0,66.031983,74.211316,76.334142,79.446964,82.145114,73.36843,68.659739,94.256846
3045.0,66.057443,74.286795,76.315544,79.491855,82.176751,73.440036,68.711495,94.276074
3044.0,66.080909,74.353551,76.299429,79.524543,82.210942,73.50033,68.758593,94.28575
3043.0,66.095477,74.406383,76.285557,79.543431,82.237832,73.549041,68.797378,94.28883
3042.0,66.099213,74.442403,76.269563,79.548926,82.250849,73.587211,68.826782,94.289932
3041.0,66.096818,74.464217,76.247426,79.544124,82.252462,73.61659,68.84897,94.290757
3040.0,66.093944,74.477489,76.218578,79.534678,82.249444,73.639036,68.866906,94.289979
3039.0,66.090858,74.485977,76.18603,79.526019,82.245481,73.65553,68.881212,94.286536
3038.0,66.083197,74.490707,76.155127,79.52017,82.240687,73.665471,68.889948,94.281108
3037.0,66.067274,74.492039,76.130721,79.514814,82.234979,73.666668,68.890739,94.274128
3036.0,66.04217,74.489273,76.113298,79.50458,82.227584,73.656307,68.882262,94.263605
3035.0,66.007813,74.479343,76.098282,79.483794,82.214581,73.633387,68.864872,94.24584
3034.0,65.964074,74.459499,76.080303,79.450455,82.191529,73.60127,68.841285,94.218483
3033.0,65.912022,74.43122,76.057405,79.409049,82.159326,73.56663,68.815541,94.183271
3032.0,65.85457,74.398851,76.03057,79.368435,82.124611,73.534281,68.78957,94.14614
3031.0,65.796318,74.36493,76.001377,79.33565,82.093822,73.503675,68.76183,94.114411
3030.0,65.743565,74.329823,75.971969,79.311703,82.0693,73.471782,68.731163,94.093105
3029.0,65.702212,74.29548,75.945327,79.293234,82.051398,73.438449,68.700719,94.083348
3028.0,65.672882,74.265991,75.922832,79.276493,82.040855,73.407066,68.675523,94.083078
3027.0,65.649224,74.243798,75.902131,79.258524,82.037016,73.380713,68.656889,94.087749
3026.0,65.62368,74.227645,75.879127,79.236259,82.035912,73.359585,68.64154,94.090793
3025.0,65.594248,74.214473,75.851201,79.207676,82.032654,73.341883,68.625919,94.086363
3024.0,65.563644,74.201429,75.817057,79.175209,82.025522,73.32562,68.60918,94.073723
3023.0,65.533688,74.18677,75.774951,79.146387,82.016496,73.309641,68.592193,94.058225
3022.0,65.503905,74.171544,75.722934,79.128496,82.008224,73.29401,68.575868,94.046411
3021.0,65.474341,74.159818,75.658758,79.121676,82.001492,73.279053,68.560768,94.040566
3020.0,65.445736,74.154044,75.5764,79.118173,81.995272,73.263501,68.546787,94.03854
3019.0,65.417334,74.150476,75.463357,79.109606,81.988295,73.245106,68.533036,94.037557
3018.0,65.388511,74.142615,75.303371,79.09477,81.980609,73.2245,68.519062,94.036582
3017.0,65.363006,74.129309,75.079617,79.079702,81.974165,73.206815,68.505734,94.035809
3016.0,65.347386,74.115755,74.770413,79.07074,81.97164,73.197192,68.49389,94.035451
3015.0,65.343236,74.10603,74.340945,79.069011,81.973873,73.195679,68.482849,94.034959
3014.0,65.343176,74.098975,73.744634,79.071301,81.978263,73.198341,68.471274,94.032857
3013.0,65.336507,74.093054,72.944352,79.073986,81.980461,73.20185,68.458475,94.028728
3012.0,65.31843,74.091271,71.950005,79.075292,81.978564,73.204751,68.443891,94.026282
3011.0,65.293563,74.097895,70.85512,79.075519,81.975322,73.205782,68.426801,94.031951
3010.0,65.271048,74.111605,69.841635,79.076182,81.974684,73.204056,68.407773,94.047069
3009.0,65.255217,74.123856,69.126745,79.077118,81.975201,73.20005,68.388318,94.062495
3008.0,65.23915,74.122733,68.867409,79.072425,81.968046,73.193099,68.366823,94.06476
3007.0,65.206609,74.097076,69.081546,79.049799,81.943229,73.177227,68.335716,94.048394
3006.0,65.140146,74.038348,69.646445,78.995274,81.897382,73.140743,68.284216,94.019864
3005.0,65.026523,73.941257,70.372466,78.899067,81.833944,73.069714,68.203321,93.989062
3004.0,64.857555,73.805678,71.092828,78.759155,81.757285,72.953086,68.089535,93.960102
3003.0,64.635986,73.642014,71.71227,78.585156,81.671549,72.791644,67.950286,93.932052
3002.0,64.390338,73.478212,72.202997,78.403962,81.587816,72.610339,67.811476,93.905751
3001.0,64.182086,73.358862,72.575452,78.259187,81.528585,72.461219,67.716493,93.88685
3000.0,64.084397,73.328136,72.851025,78.195607,81.518926,72.402949,67.707287,93.882858
2999.0,64.140477,73.404191,73.04885,78.2351,81.569815,72.466294,67.79809,93.89898
2998.0,64.334594,73.565021,73.185037,78.362622,81.668652,72.633319,67.963116,93.935258
2997.0,64.599334,73.75711,73.275558,78.533302,81.783436,72.846931,68.146825,93.984501
2996.0,64.846074,73.916072,73.334827,78.691431,81.873541,73.035936,68.283257,94.031928
2995.0,64.991672,73.983028,73.370832,78.785996,81.900121,73.132954,68.310418,94.058937
2994.0,64.971292,73.913674,73.38495,78.778323,81.836022,73.082022,68.179946,94.050452
2993.0,64.748132,73.688594,73.378167,78.648867,81.6759,72.850115,67.870466,94.001895
2992.0,64.329748,73.327635,73.355396,78.407558,81.441988,72.448626,67.40537,93.922536
2991.0,63.779565,72.895461,73.32258,78.098717,81.179183,71.946677,66.860259,93.833109
2990.0,63.205247,72.484644,73.282147,77.789101,80.940186,71.454982,66.345019,93.757664
2989.0,62.720206,72.178491,73.233235,77.540255,80.76753,71.080403,65.961283,93.7127
2988.0,62.400739,72.017361,73.174295,77.384156,80.681535,70.881236,65.761352,93.700848
2987.0,62.268754,71.994112,73.102479,77.321119,80.67964,70.85669,65.73911,93.714096
2986.0,62.305237,72.078013,73.011081,77.336969,80.745038,70.97136,65.854329,93.742977
