ν	D-Alanina No Magnetizada Irradiada Petri	D-Alanina No Magnetizada Eppendorf	D-Alanina Magnetizada Irradiada Petri	D-Alanina Magnetizada Eppendorf	D-Alanina Irradiada No Magnetizada Eppendorf	D-Alanina Irradiada Magnetizada Eppendorf	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
1328.0	79.428678	91.170826	87.96957	91.203769	82.293027	92.431288	88.148009	61.445804
1327.0	80.022734	91.361709	88.257417	91.357055	82.654965	92.534457	88.351771	61.630858
1326.0	80.752182	91.508615	88.467399	91.462574	82.917219	92.605195	88.484365	61.839843
1325.0	81.468275	91.603551	88.598607	91.514458	83.066349	92.641878	88.540287	62.020853
1324.0	82.046647	91.636287	88.646956	91.502466	83.09073	92.642511	88.505329	62.143924
1323.0	82.419633	91.594952	88.601464	91.411353	82.980602	92.600948	88.359012	62.193824
1322.0	82.567785	91.469446	88.447157	91.227064	82.72544	92.5069	88.084276	62.157397
1321.0	82.48882	91.247495	88.163258	90.936355	82.304776	92.34719	87.663257	62.02682
1320.0	82.170438	90.906202	87.718101	90.517724	81.684656	92.106954	87.064497	61.81466
1319.0	81.584727	90.413145	87.073962	89.938419	80.82722	91.771246	86.245211	61.558881
1318.0	80.694783	89.734518	86.195832	89.159744	79.694272	91.322207	85.161556	61.312661
1317.0	79.453747	88.831141	85.044718	88.134238	78.228166	90.72805	83.760839	61.131383
1316.0	77.799022	87.641373	83.560206	86.791716	76.331075	89.932522	81.964523	61.060811
1315.0	75.661543	86.074002	81.65902	85.035189	73.87287	88.857311	79.6755	61.121866
1314.0	72.998518	84.030009	79.2635	82.764637	70.732256	87.421779	76.817447	61.302947
1313.0	69.84085	81.452379	76.352182	79.927884	66.862184	85.578501	73.387074	61.574549
1312.0	66.32715	78.379894	73.005584	76.575143	62.352632	83.352407	69.493437	61.911809
1311.0	62.685097	74.965853	69.40791	72.877761	57.438949	80.857638	65.354481	62.299332
1310.0	59.166011	71.451076	65.800687	69.098885	52.444074	78.281291	61.250505	62.724934
1309.0	56.001006	68.13125	62.441954	65.556619	47.725482	75.859339	57.486056	63.180964
1308.0	53.404474	65.335417	59.597159	62.599911	43.662213	73.855557	54.381062	63.664441
1307.0	51.557122	63.36573	57.506552	60.547715	40.605002	72.50779	52.226515	64.164055
1306.0	50.543648	62.393687	56.3091	59.585527	38.764452	71.943257	51.186864	64.654152
1305.0	50.326344	62.408142	56.00222	59.711175	38.154266	72.138508	51.247512	65.112556
1304.0	50.78721	63.254135	56.473683	60.767143	38.639171	72.9538	52.251648	65.536683
1303.0	51.767176	64.692113	57.542693	62.493731	39.988591	74.186922	53.95439	65.934075
1302.0	53.08011	66.447665	58.986943	64.584252	41.905265	75.620144	56.065828	66.305083
1301.0	54.550755	68.280336	60.594177	66.768112	44.095205	77.073557	58.320711	66.644713
1300.0	56.065966	70.045676	62.22098	68.879463	46.356842	78.443633	60.54817	66.954002
1299.0	57.577077	71.695062	63.802136	70.853169	48.596923	79.697102	62.67739	67.238497
1298.0	59.059515	73.2264	65.31658	72.67479	50.778057	80.837459	64.689846	67.499434
1297.0	60.492793	74.645559	66.761121	74.346798	52.881033	81.879657	66.580428	67.736015
1296.0	61.872473	75.960595	68.143667	75.881374	54.903675	82.839709	68.349384	67.953737
1295.0	63.210024	77.183615	69.472445	77.293998	56.852948	83.728028	70.001442	68.161899
1294.0	64.510053	78.322949	70.742026	78.592621	58.722377	84.546085	71.539562	68.364504
1293.0	65.761115	79.376915	71.93693	79.776665	60.489752	85.291258	72.962088	68.559826
1292.0	66.95147	80.340233	73.048064	80.84642	62.137607	85.964028	74.267126	68.74713
1291.0	68.080442	81.215094	74.078422	81.810051	63.663614	86.569574	75.457301	68.928072
1290.0	69.150984	82.012902	75.035021	82.681512	65.072078	87.115282	76.540345	69.103166
1289.0	70.162315	82.74555	75.923075	83.473581	66.36791	87.608933	77.527263	69.272394
1288.0	71.11482	83.41879	76.748084	84.194464	67.561303	88.057966	78.431147	69.438661
1287.0	72.014527	84.036221	77.517428	84.851505	68.668592	88.468717	79.266617	69.606533
1286.0	72.867473	84.605944	78.237986	85.455236	69.70314	88.84586	80.046957	69.778032
1285.0	73.674304	85.138296	78.91517	86.015983	70.669846	89.192315	80.779309	69.952113
1284.0	74.434809	85.638822	79.555235	86.538288	71.571661	89.509985	81.464896	70.126949
1283.0	75.154763	86.108872	80.165919	87.023493	72.417107	89.801847	82.106329	70.301344
1282.0	75.843963	86.552698	80.75299	87.476693	73.217201	90.073467	82.711255	70.476042
1281.0	76.507995	86.978154	81.317054	87.905324	73.977105	90.330681	83.285376	70.654687
1280.0	77.144758	87.389268	81.855076	88.311523	74.695852	90.575463	83.826301	70.839919
1279.0	77.749409	87.782351	82.364872	88.692679	75.37437	90.806129	84.330352	71.027165
1278.0	78.321038	88.151242	82.847419	89.050117	76.01905	91.022044	84.80276	71.206892
1277.0	78.864042	88.493913	83.305668	89.390838	76.636283	91.226001	85.254267	71.375372
1276.0	79.384257	88.814079	83.743741	89.719944	77.227579	91.421061	85.690109	71.53957
1275.0	79.884574	89.119443	84.167731	90.037736	77.792116	91.607005	86.108519	71.709204
1274.0	80.364086	89.417554	84.583868	90.344314	78.329852	91.781071	86.508207	71.887881
1273.0	80.821583	89.710039	84.993151	90.640023	78.839803	91.941095	86.890836	72.073714
1272.0	81.259562	89.991791	85.389759	90.920745	79.319783	92.0877	87.258112	72.263833
1271.0	81.682432	90.257894	85.766922	91.180056	79.771427	92.224732	87.61198	72.454684
1270.0	82.088941	90.507939	86.122171	91.417275	80.20131	92.357475	87.954308	72.641205
1269.0	82.469714	90.740634	86.455179	91.637016	80.613622	92.488992	88.28058	72.819461
1268.0	82.817256	90.950668	86.764997	91.841206	81.006973	92.618508	88.579165	72.988708
1267.0	83.136918	91.137586	87.05324	92.028938	81.381657	92.743898	88.844796	73.14971
1266.0	83.442145	91.312302	87.325268	92.203101	81.74286	92.863955	89.087708	73.303184
1265.0	83.739414	91.48626	87.583346	92.368698	82.09132	92.976922	89.320519	73.450736
1264.0	84.024622	91.658423	87.823954	92.525359	82.417946	93.079454	89.542633	73.595697
1263.0	84.293763	91.821204	88.047736	92.670294	82.715379	93.170019	89.747393	73.742084
1262.0	84.548097	91.974175	88.266014	92.807518	82.989122	93.251555	89.937014	73.892627
1261.0	84.787286	92.121669	88.488918	92.943841	83.249101	93.327747	90.118388	74.046368
1260.0	85.00739	92.261089	88.711039	93.075414	83.495739	93.398565	90.290074	74.196783
1259.0	85.209585	92.38516	88.917478	93.188893	83.722811	93.462568	90.445922	74.334958
1258.0	85.401619	92.494292	89.101174	93.278324	83.928342	93.521015	90.587037	74.458483
1257.0	85.586403	92.596286	89.266289	93.352436	84.113883	93.575753	90.717844	74.575768
1256.0	85.75827	92.694949	89.418251	93.423601	84.277412	93.624946	90.835927	74.698872
1255.0	85.913856	92.787701	89.558813	93.496635	84.415336	93.664853	90.936673	74.832727
1254.0	86.055335	92.871822	89.687159	93.567667	84.527255	93.694421	91.020911	74.972609
1253.0	86.176937	92.94364	89.79706	93.625773	84.611143	93.714498	91.085454	75.109692
1252.0	86.25982	92.993602	89.875612	93.655236	84.657911	93.72369	91.113263	75.236274
1251.0	86.288589	93.011449	89.912063	93.643583	84.656861	93.718165	91.086339	75.347908
1250.0	86.261688	92.994057	89.903262	93.587757	84.599694	93.693788	91.001333	75.444987
1249.0	86.174251	92.938748	89.841541	93.48615	84.470874	93.644931	90.856977	75.532227
1248.0	85.998706	92.831328	89.701619	93.326028	84.239028	93.562209	90.631258	75.614598
1247.0	85.690572	92.64882	89.447357	93.083772	83.862025	93.432662	90.28391	75.694954
1246.0	85.201854	92.36757	89.043082	92.730369	83.288834	93.237829	89.772032	75.776303
1245.0	84.475911	91.953947	88.443826	92.224149	82.445076	92.947093	89.044199	75.862138
1244.0	83.43857	91.347349	87.577842	91.499467	81.223934	92.514947	88.025064	75.951302
1243.0	82.012143	90.465251	86.354497	90.474857	79.504966	91.888814	86.627576	76.03535
1242.0	80.145956	89.23369	84.699983	89.081741	77.191357	91.022241	84.790846	76.10488
1241.0	77.852	87.628424	82.604687	87.303874	74.26172	89.89444	82.522786	76.157512
1240.0	75.253569	85.724898	80.178292	85.229507	70.850945	88.547297	79.951519	76.198041
1239.0	72.620046	83.738693	77.686733	83.092926	67.316892	87.123243	77.364913	76.233413
1238.0	70.321877	81.998116	75.509589	81.240649	64.189295	85.852046	75.165629	76.269264
1237.0	68.710492	80.831172	74.013458	80.008981	61.991488	84.9706	73.729663	76.308132
1236.0	68.008276	80.436816	73.421883	79.592989	61.053693	84.628157	73.263312	76.348637
1235.0	68.250607	80.814811	73.745406	79.982112	61.407027	84.831848	73.739236	76.388761
1234.0	69.283634	81.785429	74.795887	80.98702	62.792919	85.457045	74.931788	76.431868
1233.0	70.836025	83.087915	76.287248	82.341601	64.801147	86.318503	76.53371	76.487056
1232.0	72.632085	84.489881	77.958599	83.810065	67.050807	87.252314	78.27885	76.562439
1231.0	74.467664	85.841588	79.63629	85.237097	69.286598	88.154376	79.997492	76.661151
1230.0	76.221324	87.074019	81.226606	86.546212	71.372328	88.974339	81.605778	76.784214
1229.0	77.831848	88.170988	82.684315	87.716287	73.250392	89.695482	83.071012	76.931692
1228.0	79.273664	89.137424	83.988811	88.751691	74.911165	90.318786	84.382314	77.098452
1227.0	80.543722	89.98134	85.135463	89.662412	76.372718	90.854037	85.540685	77.274978
1226.0	81.656796	90.714616	86.135563	90.4638	77.663529	91.315338	86.562802	77.457913
1225.0	82.637327	91.356321	87.011496	91.178901	78.80794	91.716552	87.476149	77.654578
1224.0	83.5061	91.924028	87.785002	91.823402	79.816728	92.065555	88.298012	77.86794
1223.0	84.273553	92.42058	88.470528	92.384538	80.683468	92.361441	89.01906	78.07647
1222.0	84.944342	92.831313	89.077393	92.822125	81.387973	92.597799	89.609895	78.235772
1221.0	85.524788	93.136816	89.612068	93.099434	81.912209	92.770573	90.046563	78.306943
1220.0	86.028121	93.337583	90.080307	93.22459	82.270419	92.887478	90.341463	78.290386
1219.0	86.477588	93.474904	90.494975	93.271672	82.532135	92.973493	90.560875	78.238973
1218.0	86.901199	93.620073	90.879529	93.35347	82.801502	93.063241	90.802075	78.234121
1217.0	87.316423	93.828565	91.254292	93.553858	83.155563	93.180929	91.132641	78.333874
1216.0	87.72099	94.103711	91.620488	93.876649	83.599871	93.326214	91.548123	78.534088
1215.0	88.102005	94.408854	91.966053	94.257988	84.083616	93.480725	91.992111	78.778675
1214.0	88.450178	94.705964	92.284152	94.623071	84.548294	93.626242	92.409113	79.007295
1213.0	88.762328	94.972787	92.576533	94.928527	84.958938	93.754635	92.771074	79.19171
1212.0	89.038768	95.194761	92.843194	95.16397	85.304977	93.864687	93.069344	79.332771
1211.0	89.287034	95.364725	93.082478	95.337798	85.592165	93.957049	93.307611	79.440257
1210.0	89.521681	95.493466	93.300384	95.469143	85.835475	94.03363	93.502911	79.524559
1209.0	89.750993	95.603257	93.507543	95.579072	86.048468	94.097407	93.674876	79.597093
1208.0	89.969092	95.707414	93.707568	95.680181	86.237703	94.151565	93.832437	79.666823
1207.0	90.168696	95.807623	93.8985	95.778205	86.410706	94.200721	93.981169	79.737866
1206.0	90.354686	95.908648	94.082478	95.881454	86.582253	94.251278	94.135233	79.814437
1205.0	90.536582	96.01945	94.262506	95.998542	86.764835	94.30706	94.30577	79.903861
1204.0	90.715598	96.139577	94.433505	96.12768	86.959025	94.365985	94.485036	80.011341
1203.0	90.888959	96.260094	94.589442	96.259803	87.160694	94.424444	94.659871	80.136573
1202.0	91.058694	96.379522	94.735932	96.39371	87.370584	94.483242	94.834593	80.278252
1201.0	91.224604	96.504241	94.882519	96.53768	87.58875	94.545504	95.021609	80.435888
1200.0	91.376011	96.632206	95.026073	96.694842	87.807631	94.610579	95.215559	80.604291
1199.0	91.503919	96.752633	95.156398	96.858038	88.020974	94.674628	95.398855	80.774361
1198.0	91.61715	96.865649	95.275994	97.021804	88.2331	94.736205	95.570444	80.944654
1197.0	91.73493	96.987254	95.399953	97.189641	88.449148	94.796901	95.747143	81.124559
1196.0	91.867003	97.129244	95.537437	97.366275	88.662491	94.857151	95.936355	81.320407
1195.0	92.009443	97.285755	95.685019	97.550707	88.86264	94.915559	96.127235	81.52581
1194.0	92.153604	97.443006	95.834733	97.738376	89.049858	94.971869	96.309318	81.731449
1193.0	92.2901	97.591084	95.976639	97.922162	89.231175	95.026786	96.481744	81.936403
1192.0	92.411344	97.724008	96.099229	98.091329	89.407475	95.079298	96.643775	82.142412
1191.0	92.520979	97.841405	96.202722	98.239235	89.575117	95.127719	96.794657	82.345013
1190.0	92.634326	97.953755	96.307012	98.372649	89.734394	95.172736	96.943417	82.539684
1189.0	92.759061	98.073287	96.429362	98.503598	89.885319	95.216129	97.100243	82.730558
1188.0	92.882429	98.195586	96.55823	98.632336	90.020726	95.257336	97.256643	82.923584
1187.0	92.987969	98.301851	96.667232	98.749144	90.134782	95.294476	97.391555	83.115744
1186.0	93.077414	98.383356	96.752242	98.852369	90.233222	95.32771	97.499432	83.299989
1185.0	93.164784	98.452453	96.835215	98.951806	90.324805	95.358516	97.596512	83.477454
1184.0	93.256649	98.525641	96.932003	99.05237	90.40869	95.386902	97.698007	83.656357
1183.0	93.350329	98.606669	97.036222	99.146493	90.480464	95.41205	97.803884	83.840266
1182.0	93.443207	98.689303	97.136049	99.225701	90.543195	95.433899	97.906475	84.023103
1181.0	93.53018	98.765796	97.22773	99.289671	90.601103	95.451462	97.996854	84.194205
1180.0	93.598607	98.829245	97.308646	99.341478	90.649328	95.462307	98.064255	84.345061
1179.0	93.639974	98.878111	97.374099	99.383642	90.681573	95.467067	98.104707	84.475032
1178.0	93.662043	98.921987	97.425958	99.421151	90.700732	95.471322	98.130511	84.594724
1177.0	93.677663	98.972997	97.470465	99.459265	90.710464	95.478623	98.157211	84.720195
1176.0	93.68718	99.028077	97.504142	99.495459	90.703947	95.484173	98.18234	84.859912
1175.0	93.681988	99.068121	97.514596	99.519746	90.673098	95.479771	98.189298	85.008576
1174.0	93.657141	99.077002	97.497039	99.523281	90.62144	95.46309	98.168215	85.153511
1173.0	93.608507	99.05379	97.457307	99.501065	90.555553	95.438184	98.119285	85.283205
1172.0	93.526236	99.006252	97.397921	99.449401	90.471587	95.409262	98.040565	85.390843
1171.0	93.40524	98.942927	97.315079	99.370108	90.362887	95.378162	97.929403	85.478094
1170.0	93.255405	98.873259	97.210656	99.27551	90.233287	95.345298	97.792839	85.558095
1169.0	93.087973	98.805164	97.093723	99.179406	90.089734	95.308231	97.640708	85.647718
1168.0	92.897707	98.738152	96.967142	99.082547	89.92788	95.260864	97.470564	85.753831
1167.0	92.669608	98.663465	96.821677	98.972471	89.736246	95.197935	97.271702	85.870889
1166.0	92.394849	98.570615	96.642841	98.83443	89.507452	95.118614	97.037585	85.990466
1165.0	92.066292	98.448623	96.414512	98.655961	89.233468	95.02229	96.759128	86.105975
1164.0	91.66316	98.283709	96.117593	98.424894	88.895193	94.902831	96.411046	86.209738
1163.0	91.150349	98.062636	95.733316	98.129782	88.464938	94.749538	95.959034	86.296048
1162.0	90.4871	97.773869	95.24267	97.756382	87.909807	94.549766	95.373392	86.368489
1161.0	89.630216	97.395623	94.613046	97.274697	87.182087	94.285794	94.620762	86.434844
1160.0	88.542791	96.88591	93.793957	96.634606	86.215971	93.931364	93.652137	86.494248
1159.0	87.21572	96.195592	92.741485	95.784265	84.947523	93.455868	92.420076	86.539475
1158.0	85.677456	95.293856	91.446778	94.693432	83.338447	92.833024	90.909521	86.572185
1157.0	83.982397	94.183009	89.940076	93.364709	81.390703	92.050684	89.150839	86.603769
1156.0	82.210042	92.907611	88.290237	91.848677	79.174177	91.127252	87.228417	86.638964
1155.0	80.483323	91.56927	86.620684	90.268654	76.863078	90.129765	85.299006	86.670497
1154.0	78.965522	90.325951	85.10893	88.816785	74.725413	89.171221	83.582572	86.692855
1153.0	77.820811	89.353766	83.939917	87.699225	73.048515	88.380427	82.301394	86.708994
1152.0	77.17015	88.787274	83.242829	87.065066	72.053328	87.864524	81.606827	86.717905
1151.0	77.059993	88.670169	83.055143	86.959077	71.834855	87.678734	81.537243	86.706088
1150.0	77.44935	88.945047	83.328949	87.316958	72.340182	87.810566	82.020766	86.658584
1149.0	78.235814	89.496264	83.969377	88.00909	73.406181	88.192666	82.92064	86.572004
1148.0	79.308357	90.213421	84.87324	88.903239	74.840042	88.739402	84.092316	86.451653
1147.0	80.574484	91.020795	85.942945	89.898273	76.479221	89.377501	85.412297	86.300464
1146.0	81.946181	91.862828	87.087061	90.919416	78.202289	90.054091	86.777124	86.112109
1145.0	83.325828	92.683756	88.226785	91.904242	79.916253	90.730545	88.098467	85.868989
1144.0	84.623034	93.431809	89.304496	92.802633	81.548139	91.375461	89.308954	85.546171
1143.0	85.784373	94.078808	90.285864	93.58765	83.046383	91.963884	90.374405	85.12357
1142.0	86.800894	94.626333	91.157078	94.259371	84.384098	92.482178	91.296574	84.595849
1141.0	87.686707	95.089197	91.917832	94.832063	85.555017	92.930485	92.094872	83.967666
1140.0	88.456925	95.478874	92.57266	95.318009	86.565078	93.317309	92.783644	83.244566
1139.0	89.125596	95.805824	93.129471	95.72517	87.429569	93.651727	93.370823	82.437087
1138.0	89.708203	96.085954	93.603452	96.062776	88.171228	93.94041	93.869609	81.572202
1137.0	90.212302	96.331846	94.013018	96.340133	88.809682	94.188719	94.295536	80.695965
1136.0	90.632387	96.541729	94.368727	96.56302	89.353285	94.402036	94.653594	79.867624
1135.0	90.965025	96.707913	94.671337	96.738576	89.807803	94.586304	94.942358	79.151237
1134.0	91.223823	96.833776	94.920981	96.880185	90.187647	94.747173	95.170065	78.603816
1133.0	91.430274	96.933017	95.122235	96.999948	90.508621	94.887543	95.352787	78.26456
1132.0	91.595801	97.014471	95.280466	97.098999	90.773684	95.006695	95.496484	78.152018
1131.0	91.720025	97.076903	95.399219	97.171035	90.974877	95.103471	95.593141	78.26322
1130.0	91.797167	97.117132	95.479379	97.211442	91.104824	95.179507	95.634563	78.569644
1129.0	91.813045	97.134055	95.513295	97.216467	91.157861	95.237456	95.617787	79.018142
1128.0	91.741112	97.122829	95.480142	97.176599	91.124414	95.276445	95.534782	79.541079
1127.0	91.548273	97.069046	95.352772	97.076086	90.99051	95.290049	95.364329	80.069075
1126.0	91.196886	96.947667	95.107086	96.895333	90.734326	95.266516	95.071993	80.540779
1125.0	90.63437	96.725029	94.71857	96.609008	90.313454	95.188041	94.60904	80.907571
1124.0	89.789839	96.364143	94.150842	96.184116	89.65939	95.029314	93.911558	81.133104
1123.0	88.584317	95.825867	93.34797	95.576038	88.683263	94.755588	92.902293	81.191673
1122.0	86.928367	95.048878	92.223975	94.706211	87.264421	94.31487	91.480796	81.066865
1121.0	84.706111	93.912582	90.644987	93.426072	85.215879	93.621261	89.50095	80.748243
1120.0	81.797879	92.226421	88.432105	91.515256	82.282519	92.544874	86.781889	80.230187
1119.0	78.166782	89.792439	85.422608	88.764156	78.232058	90.941961	83.198612	79.516681
1118.0	73.955065	86.542979	81.590596	85.135227	73.030963	88.748615	78.830391	78.624611
1117.0	69.526835	82.694209	77.178972	80.924264	67.02964	86.107002	74.080916	77.582897
1116.0	65.433326	78.806421	72.75223	76.796698	61.031298	83.424562	69.66688	76.437677
1115.0	62.267895	75.630231	69.057308	73.581065	56.085368	81.253747	66.390488	75.259494
1114.0	60.438133	73.758163	66.701552	71.872744	53.018066	80.015132	64.770288	74.133052
1113.0	60.033813	73.351677	65.89497	71.76496	52.06617	79.793222	64.831955	73.135131
1112.0	60.901563	74.181138	66.47436	72.944662	52.940422	80.390137	66.242121	72.325368
1111.0	62.785108	75.867073	68.103578	74.983313	55.154069	81.531059	68.581715	71.746333
1110.0	65.380341	78.060044	70.425327	77.517694	58.253556	82.998935	71.48643	71.415031
1109.0	68.345544	80.474514	73.109553	80.253272	61.850357	84.632784	74.638141	71.316482
1108.0	71.3489	82.866344	75.865173	82.924703	65.58316	86.280695	77.743393	71.415589
1107.0	74.13886	85.043198	78.462372	85.319608	69.129589	87.799071	80.569809	71.674322
1106.0	76.581236	86.900393	80.759511	87.333228	72.267899	89.094999	82.994352	72.056472
1105.0	78.640434	88.422365	82.703795	88.965479	74.909062	90.147419	84.994473	72.524861
1104.0	80.334748	89.64147	84.301248	90.259923	77.062257	90.981115	86.596176	73.041214
1103.0	81.709118	90.602267	85.588114	91.261996	78.784834	91.63242	87.846693	73.569944
1102.0	82.828353	91.351362	86.619189	92.021741	80.158108	92.137725	88.818719	74.0866
1101.0	83.767735	91.934158	87.458844	92.599974	81.272966	92.533298	89.600492	74.586205
1100.0	84.597897	92.395947	88.170335	93.061262	82.213784	92.852838	90.267175	75.080758
1099.0	85.371897	92.789248	88.809856	93.468925	83.051637	93.126319	90.87155	75.583181
1098.0	86.112432	93.164201	89.417926	93.873012	83.839426	93.378488	91.443625	76.089781
1097.0	86.807842	93.536733	90.005182	94.284292	84.595678	93.620777	91.984551	76.58203
1096.0	87.434587	93.881197	90.555434	94.669853	85.3018	93.847486	92.471352	77.044032
1095.0	87.989736	94.172372	91.052941	94.993694	85.932928	94.048264	92.888606	77.476367
1094.0	88.490475	94.422197	91.500132	95.25635	86.48925	94.223407	93.249599	77.891835
1093.0	88.942544	94.658507	91.903181	95.48249	86.987718	94.380673	93.574198	78.30024
1092.0	89.332963	94.884479	92.25714	95.685133	87.437163	94.521657	93.862964	78.700886
1091.0	89.662684	95.083348	92.560893	95.862856	87.840973	94.642165	94.112638	79.089372
1090.0	89.961851	95.251303	92.832588	96.019084	88.213084	94.744973	94.33905	79.465176
1089.0	90.257064	95.400309	93.09108	96.16035	88.568642	94.841611	94.558899	79.827894
1088.0	90.544362	95.535809	93.332514	96.283873	88.904687	94.939796	94.762877	80.171103
1087.0	90.809547	95.654874	93.543373	96.388008	89.208581	95.036271	94.93343	80.488385
1086.0	91.053055	95.760483	93.726642	96.486581	89.479268	95.123192	95.077864	80.784055
1085.0	91.276831	95.857525	93.896599	96.592694	89.723958	95.196301	95.217651	81.06981
1084.0	91.469293	95.942733	94.057829	96.697836	89.943149	95.256771	95.355928	81.350914
1083.0	91.627058	96.01881	94.209353	96.787619	90.137117	95.310119	95.483038	81.622943
1082.0	91.774072	96.107991	94.360239	96.868314	90.318032	95.363208	95.604713	81.881377
1081.0	91.93529	96.227117	94.519755	96.955205	90.497569	95.41851	95.736267	82.12615
1080.0	92.105657	96.356683	94.678072	97.042879	90.671741	95.472609	95.874715	82.356802
1079.0	92.266517	96.459876	94.816406	97.111159	90.834388	95.523021	96.002965	82.572264
1078.0	92.417998	96.528929	94.932461	97.156889	90.993361	95.572893	96.116913	82.777235
1077.0	92.572632	96.589784	95.040456	97.199433	91.154873	95.62502	96.224007	82.980834
1076.0	92.73059	96.665239	95.153646	97.25847	91.305322	95.675519	96.321487	83.186959
1075.0	92.884558	96.757649	95.282485	97.34353	91.430091	95.718729	96.402882	83.392056
1074.0	93.037112	96.864158	95.437973	97.45736	91.538605	95.754911	96.481684	83.592039
1073.0	93.190228	96.982265	95.615789	97.589385	91.649313	95.788162	96.581902	83.784296
1072.0	93.3285	97.097731	95.785728	97.711659	91.762022	95.820341	96.706484	83.963887
1071.0	93.4359	97.189241	95.91836	97.801308	91.866728	95.851611	96.836591	84.126493
1070.0	93.521594	97.25052	96.017287	97.864329	91.967093	95.882836	96.958298	84.275496
1069.0	93.609526	97.293604	96.107528	97.921957	92.071856	95.912978	97.068705	84.418586
1068.0	93.710487	97.33143	96.200931	97.980931	92.174074	95.938731	97.160621	84.558212
1067.0	93.820587	97.372108	96.292485	98.033518	92.262445	95.961097	97.224989	84.692416
1066.0	93.934783	97.424765	96.37967	98.076773	92.343343	95.98705	97.266898	84.821999
1065.0	94.043941	97.491439	96.461959	98.112399	92.428639	96.019719	97.299525	84.94762
1064.0	94.131327	97.555813	96.529226	98.136341	92.511472	96.052244	97.326299	85.062505
1063.0	94.191948	97.598699	96.574779	98.148298	92.577428	96.076474	97.347397	85.158407
1062.0	94.245051	97.623759	96.614784	98.163668	92.631042	96.092568	97.3758	85.237576
1061.0	94.310211	97.652193	96.673104	98.197703	92.688681	96.105348	97.425769	85.310208
1060.0	94.383274	97.695838	96.75225	98.24652	92.753334	96.117282	97.492365	85.383627
1059.0	94.451548	97.751568	96.838303	98.300273	92.81758	96.130319	97.562389	85.463081
1058.0	94.516669	97.815932	96.925314	98.362285	92.882186	96.147937	97.636878	85.556697
1057.0	94.583717	97.88578	97.012869	98.434858	92.950397	96.16931	97.720772	85.665971
1056.0	94.644462	97.947974	97.089258	98.499461	93.01324	96.187746	97.799684	85.77513
1055.0	94.693509	97.98868	97.144069	98.536373	93.062157	96.2009	97.853407	85.864764
1054.0	94.74618	98.013326	97.193238	98.555946	93.107457	96.216216	97.888478	85.935248
1053.0	94.816208	98.041706	97.265539	98.585617	93.163009	96.240128	97.932289	86.003078
1052.0	94.888737	98.086207	97.366072	98.633564	93.2223	96.268852	97.997155	86.075548
1051.0	94.943084	98.152502	97.479165	98.693664	93.27298	96.296944	98.076251	86.146504
1050.0	94.991858	98.256709	97.60548	98.78073	93.323722	96.326489	98.174157	86.21851
1049.0	95.067478	98.417882	97.76581	98.926216	93.389302	96.358738	98.312167	86.30822
1048.0	95.179782	98.633625	97.968088	99.137514	93.461487	96.386377	98.500428	86.422926
1047.0	95.31552	98.884057	98.202021	99.391363	93.52292	96.404578	98.730982	86.549059
1046.0	95.467314	99.158561	98.466826	99.667562	93.575514	96.419785	98.9991	86.66871
1045.0	95.634277	99.459812	98.773752	99.962534	93.628233	96.437411	99.30685	86.769342
1044.0	95.802517	99.783686	99.117042	100.270387	93.673173	96.451499	99.64311	86.828492
1043.0	95.949579	100.112194	99.466105	100.575432	93.701965	96.45828	99.979099	86.800991
1042.0	96.063204	100.42412	99.790766	100.865409	93.731599	96.470712	100.285957	86.629053
1041.0	96.137627	100.698019	100.075133	101.132182	93.783219	96.504641	100.543305	86.257527
1040.0	96.161276	100.910828	100.305946	101.358949	93.844459	96.554808	100.735168	85.638453
1039.0	96.130289	101.052969	100.471067	101.52622	93.882984	96.59815	100.85716	84.739266
1038.0	96.066281	101.1405	100.573851	101.63004	93.890693	96.619151	100.924804	83.565846
1037.0	95.999654	101.192739	100.627434	101.676435	93.885048	96.620955	100.954882	82.186253
1036.0	95.942782	101.204118	100.63141	101.663462	93.87319	96.614506	100.941534	80.738067
1035.0	95.895229	101.158368	100.573357	101.589737	93.845785	96.608785	100.867696	79.407118
1034.0	95.858775	101.06086	100.452843	101.472566	93.801071	96.609031	100.732011	78.373256
1033.0	95.823256	100.931421	100.282488	101.331837	93.742183	96.611724	100.544213	77.751171
1032.0	95.749317	100.772299	100.064702	101.160284	93.651464	96.601843	100.301923	77.564584
1031.0	95.588732	100.568991	99.785412	100.932023	93.496558	96.565539	99.991845	77.755594
1030.0	95.31232	100.315576	99.426707	100.633351	93.259655	96.50327	99.603193	78.21348
1029.0	94.896725	100.011121	98.96529	100.261191	92.929901	96.418928	99.117675	78.816
1028.0	94.295696	99.633732	98.361184	99.798112	92.466103	96.298058	98.494349	79.466817
1027.0	93.445025	99.139736	97.563199	99.210279	91.790019	96.106533	97.68002	80.108237
1026.0	92.278743	98.475891	96.512592	98.45377	90.801483	95.801435	96.615889	80.710906
1025.0	90.720399	97.562275	95.121814	97.451362	89.362681	95.323206	95.214916	81.260399
1024.0	88.69559	96.283671	93.281599	96.085009	87.296149	94.586302	93.371556	81.754026
1023.0	86.214334	94.565043	90.955096	94.277701	84.49762	93.521337	91.058234	82.201354
1022.0	83.445697	92.486764	88.285257	92.111286	81.108499	92.156989	88.419946	82.614678
