ν,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,D-Alanina No Magnetizada Eppendorf,D-Alanina Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf
3261.0,98.046032,98.457874,96.487015,96.726166,97.390718,98.083101,96.999101,96.819614,98.399936,98.376638,96.115725,98.355095
3260.0,98.040825,98.460639,96.461818,96.701307,97.379733,98.065523,96.980705,96.795323,98.395593,98.375287,96.090084,98.346816
3259.0,98.039404,98.45856,96.438302,96.676955,97.369007,98.054074,96.962864,96.772201,98.390007,98.368144,96.066887,98.339937
3258.0,98.032831,98.450877,96.415345,96.652582,97.350989,98.045638,96.944765,96.74807,98.376621,98.350458,96.045381,98.332906
3257.0,98.014408,98.437255,96.390748,96.626341,97.319649,98.032752,96.925029,96.71999,98.350934,98.321678,96.023598,98.323233
3256.0,97.985225,98.418349,96.364679,96.598532,97.276141,98.009954,96.904339,96.688272,98.315306,98.287069,96.000752,98.311656
3255.0,97.95295,98.395995,96.338501,96.571473,97.228518,97.978063,96.883648,96.655474,98.278001,98.253824,95.976553,98.301655
3254.0,97.924992,98.371838,96.312275,96.546643,97.185416,97.942467,96.860921,96.622882,98.24729,98.224827,95.949421,98.295098
3253.0,97.903805,98.347107,96.285619,96.523604,97.150817,97.908265,96.832401,96.590276,98.226714,98.198107,95.917593,98.290204
3252.0,97.887937,98.324343,96.259751,96.501533,97.124023,97.877814,96.797241,96.558068,98.214786,98.172475,95.881974,98.28364
3251.0,97.874873,98.307398,96.236589,96.480347,97.101873,97.852298,96.759378,96.527048,98.207339,98.150715,95.846059,98.273058
3250.0,97.862325,98.297936,96.216376,96.459951,97.079675,97.83361,96.724518,96.495975,98.200158,98.135696,95.812468,98.258009
3249.0,97.84864,98.292418,96.197541,96.439311,97.051802,97.822697,96.695979,96.461649,98.190792,98.12534,95.780644,98.240537
3248.0,97.832564,98.284028,96.178087,96.416791,97.013952,97.815653,96.672966,96.422249,98.178246,98.11333,95.748327,98.225012
3247.0,97.811924,98.267851,96.15612,96.391425,96.96626,97.803361,96.651705,96.379791,98.160862,98.094107,95.714419,98.215262
3246.0,97.78379,98.244021,96.130093,96.363953,96.91453,97.777892,96.628222,96.338683,98.13591,98.066286,95.679674,98.210788
3245.0,97.74874,98.216954,96.099853,96.336455,96.867587,97.740531,96.600858,96.301903,98.103054,98.032554,95.644934,98.206835
3244.0,97.714612,98.193057,96.067053,96.310508,96.831631,97.702113,96.570794,96.268571,98.06779,97.99837,95.609576,98.198935
3243.0,97.692018,98.178509,96.033968,96.285791,96.806089,97.673592,96.540706,96.235204,98.039464,97.970559,95.572368,98.186725
3242.0,97.683774,98.176105,96.00235,96.26082,96.78503,97.655913,96.512962,96.199168,98.02468,97.954302,95.533402,98.17305
3241.0,97.680425,98.181679,95.973058,96.234617,96.762046,97.639406,96.487929,96.160417,98.022076,97.948542,95.494032,98.16042
3240.0,97.668241,98.184583,95.945233,96.206999,96.732901,97.612896,96.462841,96.120028,98.022626,97.94404,95.454605,98.148996
3239.0,97.641711,98.175116,95.916011,96.177721,96.695138,97.57389,96.43325,96.078501,98.015279,97.92879,95.413703,98.137416
3238.0,97.607761,98.153165,95.883039,96.146275,96.648952,97.531083,96.39739,96.036541,97.994221,97.898385,95.370716,98.124811
3237.0,97.578474,98.128197,95.847544,96.112265,96.599441,97.497395,96.358742,95.996101,97.962041,97.860939,95.327914,98.111847
3236.0,97.560251,98.109373,95.813053,96.075491,96.554275,97.479393,96.322619,95.958668,97.925704,97.829537,95.288279,98.099928
3235.0,97.549178,98.096988,95.780908,96.036615,96.51625,97.472147,96.290491,95.9231,97.889893,97.809286,95.251912,98.089498
3234.0,97.53559,98.0852,95.749219,95.998584,96.480102,97.46396,96.259336,95.886905,97.855629,97.79353,95.216366,98.0793
3233.0,97.512627,98.07128,95.716243,95.965517,96.439123,97.445767,96.225876,95.848841,97.824354,97.772752,95.179833,98.067201
3232.0,97.480756,98.058439,95.682119,95.937899,96.393114,97.415823,96.189178,95.808346,97.79946,97.744309,95.141958,98.051449
3231.0,97.445064,98.049014,95.646848,95.910142,96.347531,97.377117,96.14976,95.763663,97.782139,97.712077,95.101975,98.031588
3230.0,97.410038,98.038876,95.6095,95.875782,96.307007,97.333737,96.109031,95.713616,97.768825,97.679697,95.058371,98.00915
3229.0,97.377649,98.021769,95.570692,95.834801,96.273032,97.290743,96.069801,95.660945,97.755277,97.647668,95.010865,97.987392
3228.0,97.348554,97.997869,95.533277,95.793167,96.246067,97.25424,96.034476,95.610735,97.741159,97.61595,94.961061,97.968958
3227.0,97.322787,97.97506,95.499077,95.75561,96.225192,97.228046,96.002048,95.565136,97.728321,97.586182,94.911011,97.953187
3226.0,97.299742,97.961384,95.467014,95.722128,96.205576,97.210697,95.969339,95.522256,97.716799,97.561015,94.86265,97.936906
3225.0,97.279624,97.958029,95.435477,95.691514,96.180673,97.197661,95.935604,95.480222,97.705294,97.542943,94.81813,97.918468
3224.0,97.264913,97.960033,95.404095,95.664084,96.148806,97.185804,95.903129,95.439008,97.69348,97.53332,94.778272,97.899739
3223.0,97.258057,97.961891,95.372036,95.639267,96.114965,97.173734,95.87263,95.397734,97.680209,97.530439,94.740669,97.883292
3222.0,97.25674,97.960976,95.337306,95.613676,96.084081,97.158625,95.841043,95.353789,97.660857,97.528657,94.701642,97.86904
3221.0,97.253032,97.956135,95.299721,95.584092,96.053974,97.135862,95.80528,95.306358,97.630881,97.521505,94.660614,97.855001
3220.0,97.238678,97.945027,95.262394,95.550694,96.016992,97.103219,95.765877,95.258353,97.592603,97.506325,94.620392,97.840327
3219.0,97.211174,97.92475,95.228072,95.515735,95.96857,97.064134,95.725641,95.213142,97.555158,97.484937,94.582777,97.825987
3218.0,97.174595,97.895774,95.195434,95.480695,95.912854,97.02569,95.686842,95.171198,97.52647,97.459982,94.546104,97.812882
3217.0,97.135709,97.864596,95.160694,95.446204,95.859172,96.993425,95.650736,95.130876,97.507034,97.432282,94.507489,97.800594
3216.0,97.099996,97.841144,95.121596,95.412938,95.813255,96.967776,95.61749,95.090393,97.491627,97.402025,94.465174,97.78781
3215.0,97.070239,97.832308,95.078622,95.380632,95.772739,96.944481,95.585181,95.048143,97.474844,97.371194,94.418367,97.773199
3214.0,97.04696,97.836935,95.033906,95.347215,95.731849,96.918399,95.550877,95.003356,97.45464,97.343928,94.367562,97.756368
3213.0,97.029012,97.846326,94.99043,95.310477,95.68945,96.887919,95.513913,94.95746,97.432849,97.324088,94.316005,97.738551
3212.0,97.013717,97.849588,94.950907,95.270204,95.650244,96.856099,95.476363,94.912849,97.413513,97.311547,94.268362,97.721714
3211.0,96.997522,97.840063,94.91584,95.228208,95.617999,96.827526,95.439777,94.869669,97.399552,97.300525,94.226524,97.706511
3210.0,96.978203,97.818923,94.882998,95.187127,95.590358,96.804568,95.403836,94.825939,97.390044,97.283143,94.188089,97.692097
3209.0,96.956774,97.793319,94.849311,95.149197,95.561557,96.786688,95.368728,94.781089,97.380861,97.25612,94.149447,97.678416
3208.0,96.935482,97.769801,94.812498,95.114382,95.527713,96.771618,95.335735,94.736516,97.367536,97.22284,94.108374,97.666923
3207.0,96.912855,97.748692,94.771032,95.079175,95.487311,96.75545,95.304092,94.692025,97.346749,97.18768,94.063452,97.657781
3206.0,96.882696,97.725251,94.724319,95.038906,95.439052,96.732807,95.270317,94.644957,97.316311,97.150576,94.014074,97.647998
3205.0,96.840692,97.696369,94.673333,94.991925,95.38316,96.70005,95.232379,94.593957,97.276463,97.11004,93.962429,97.63427
3204.0,96.791409,97.665196,94.619325,94.940079,95.324488,96.659383,95.19169,94.540372,97.232042,97.069755,93.912635,97.616476
3203.0,96.745622,97.638881,94.561632,94.884967,95.27066,96.617898,95.148881,94.484549,97.191473,97.037309,93.865666,97.596331
3202.0,96.709558,97.622244,94.49856,94.826024,95.225307,96.580901,95.100596,94.424293,97.161611,97.014741,93.816976,97.573689
3201.0,96.678796,97.613359,94.430795,94.763257,95.184138,96.546669,95.043704,94.359349,97.142693,96.993457,93.761337,97.547051
3200.0,96.644222,97.604088,94.362004,94.699508,95.138638,96.508976,94.981091,94.294374,97.128002,96.961325,93.698923,97.517696
3199.0,96.602706,97.585378,94.295724,94.638226,95.083715,96.464849,94.920052,94.234252,97.108844,96.914726,93.634904,97.490538
3198.0,96.559973,97.554394,94.233209,94.580133,95.022151,96.418987,94.865343,94.177991,97.081273,96.862782,93.573784,97.469606
3197.0,96.523096,97.517734,94.173666,94.523173,94.961925,96.379575,94.815612,94.119495,97.048728,96.819709,93.51538,97.453848
3196.0,96.49181,97.486047,94.113972,94.464577,94.908419,96.349253,94.765884,94.053001,97.017152,96.792462,93.455629,97.438151
3195.0,96.458271,97.464081,94.048674,94.402156,94.858724,96.320718,94.71169,93.976244,96.987108,96.774352,93.39027,97.417703
3194.0,96.414786,97.44665,93.974011,94.334984,94.804159,96.282313,94.651467,93.890642,96.952344,96.750296,93.318251,97.391157
3193.0,96.360633,97.424767,93.89261,94.263829,94.738469,96.228317,94.586786,93.800964,96.907276,96.709366,93.24202,97.360623
3192.0,96.30114,97.39418,93.810817,94.189968,94.662324,96.163192,94.520303,93.713149,96.85428,96.653338,93.164049,97.329135
3191.0,96.241523,97.356938,93.730587,94.113234,94.579821,96.096026,94.452811,93.629738,96.801848,96.593515,93.08353,97.297787
3190.0,96.183468,97.317002,93.647518,94.032584,94.49338,96.032718,94.382812,93.547883,96.756681,96.540371,92.997945,97.265421
3189.0,96.127289,97.277316,93.558086,93.948674,94.404074,95.974374,94.309092,93.463099,96.719276,96.496984,92.907508,97.231399
3188.0,96.074342,97.240487,93.464814,93.863674,94.314708,95.920451,94.232056,93.373569,96.68554,96.460043,92.815526,97.197702
3187.0,96.024906,97.208518,93.372225,93.777939,94.228914,95.86969,94.151856,93.27962,96.649618,96.423101,92.723991,97.167101
3186.0,95.974985,97.17998,93.280958,93.689097,94.14698,95.818212,94.067162,93.181345,96.605762,96.378265,92.631062,97.13966
3185.0,95.918518,97.149415,93.188427,93.595644,94.065067,95.7607,93.977208,93.079332,96.551294,96.319155,92.533865,97.112308
3184.0,95.853886,97.111928,93.092726,93.49971,93.979492,95.695949,93.883936,92.976522,96.489533,96.246305,92.43191,97.081687
3183.0,95.786799,97.068528,92.993561,93.405106,93.890404,95.629716,93.790848,92.876542,96.427923,96.169304,92.32685,97.046519
3182.0,95.725328,97.025521,92.891738,93.314244,93.800226,95.569731,93.700617,92.78008,96.371483,96.100836,92.220679,97.007756
3181.0,95.67232,96.988355,92.790041,93.227676,93.70926,95.518059,93.614146,92.68398,96.318653,96.047133,92.114972,96.96775
3180.0,95.623089,96.956796,92.692587,93.144503,93.614053,95.469586,93.530256,92.583514,96.264241,96.003952,92.010187,96.928963
3179.0,95.570199,96.926217,92.60093,93.061933,93.510627,95.417369,93.445441,92.475212,96.205374,95.960864,91.904774,96.891989
3178.0,95.510099,96.892291,92.512233,92.976492,93.399081,95.357522,93.35573,92.359129,96.143132,95.908606,91.796388,96.854858
3177.0,95.44529,96.85334,92.422983,92.887617,93.284124,95.288838,93.260153,92.239513,96.078859,95.843405,91.684511,96.815472
3176.0,95.380674,96.809373,92.332691,92.79878,93.170757,95.210798,93.161263,92.121774,96.011352,95.767041,91.570308,96.774307
3175.0,95.31863,96.761827,92.242297,92.713479,93.060564,95.125062,93.061471,92.007311,95.939552,95.684766,91.453752,96.73295
3174.0,95.257785,96.715141,92.151163,92.631192,92.952904,95.037928,92.960341,91.892234,95.866855,95.602713,91.33317,96.6902
3173.0,95.195653,96.67563,92.058001,92.548582,92.847839,94.957284,92.856452,91.772172,95.799489,95.525288,91.208413,96.642
3172.0,95.131503,96.645805,91.963335,92.463734,92.745804,94.885268,92.750562,91.647283,95.739245,95.453868,91.08255,96.586438
3171.0,95.067001,96.620753,91.869069,92.377894,92.64594,94.816456,92.645903,91.521763,95.680637,95.388148,90.959558,96.527485
3170.0,95.005342,96.593136,91.776556,92.293719,92.548023,94.74588,92.546019,91.399959,95.618499,95.328765,90.84187,96.472491
3169.0,94.949885,96.561847,91.686433,92.212985,92.45539,94.676966,92.452577,91.284232,95.556861,95.277488,90.730507,96.426504
3168.0,94.902274,96.533126,91.59902,92.13556,92.371894,94.617954,92.364058,91.175086,95.505792,95.234001,90.625272,96.389479
3167.0,94.861052,96.512545,91.513696,92.059863,92.295023,94.570953,92.27653,91.071329,95.468892,95.193645,90.523967,96.357896
3166.0,94.822657,96.498352,91.429191,91.984454,92.215631,94.528272,92.187217,90.970398,95.43789,95.150102,90.423394,96.327726
3165.0,94.784129,96.483745,91.345339,91.909137,92.126381,94.480254,92.097294,90.869668,95.401154,95.100275,90.322054,96.296192
3164.0,94.744194,96.463346,91.262882,91.833894,92.028213,94.423403,92.009544,90.767418,95.354211,95.045026,90.220353,96.262283
3163.0,94.701829,96.436002,91.180718,91.757258,91.927412,94.359622,91.923599,90.66238,95.300048,94.985451,90.117888,96.226584
3162.0,94.655081,96.403101,91.095521,91.677301,91.82887,94.291103,91.835784,90.553354,95.242484,94.920747,90.012743,96.190298
3161.0,94.601883,96.36629,91.005501,91.594198,91.733118,94.218773,91.743511,90.439937,95.18247,94.850617,89.903914,96.153579
3160.0,94.541238,96.326161,90.912849,91.510087,91.636568,94.143521,91.646983,90.323058,95.119094,94.777524,89.791955,96.114555
3159.0,94.473801,96.282184,90.821194,91.426282,91.532976,94.065964,91.546464,90.204476,95.051605,94.704687,89.676389,96.070767
3158.0,94.403047,96.235052,90.732288,91.342567,91.418281,93.986171,91.441418,90.086184,94.981751,94.633019,89.55508,96.022352
3157.0,94.335931,96.189638,90.646122,91.259528,91.296629,93.905714,91.333563,89.969629,94.915271,94.561669,89.427543,95.973343
3156.0,94.279234,96.152892,90.561924,91.17894,91.178291,93.827986,91.227096,89.853889,94.857546,94.490194,89.296509,95.928318
3155.0,94.232703,96.126208,90.476963,91.100158,91.0683,93.753412,91.123167,89.734693,94.804585,94.417832,89.164369,95.887243
3154.0,94.187127,96.101307,90.385994,91.01782,90.959689,93.675912,91.016259,89.607074,94.741804,94.341391,89.029794,95.844736
3153.0,94.131676,96.066959,90.284301,90.925306,90.841558,93.588272,90.898762,89.469625,94.657555,94.257032,88.889647,95.795369
3152.0,94.062988,96.019987,90.171246,90.820369,90.711706,93.49126,90.76842,89.325162,94.557444,94.165277,88.743082,95.738982
3151.0,93.985478,95.967363,90.050098,90.706443,90.577288,93.393927,90.629849,89.17744,94.460295,94.072304,88.592447,95.680032
3150.0,93.903762,95.917268,89.925088,90.588825,90.444701,93.303939,90.489952,89.028792,94.379087,93.98465,88.441244,95.622696
3149.0,93.817823,95.87071,89.798912,90.470325,90.313616,93.220435,90.353286,88.88051,94.309655,93.903371,88.29218,95.567891
3148.0,93.726524,95.823292,89.67152,90.350133,90.18074,93.137428,90.220575,88.732969,94.238771,93.824503,88.145818,95.514204
3147.0,93.633436,95.773243,89.540368,90.225863,90.045006,93.051465,90.089845,88.584723,94.159126,93.744511,87.999958,95.459704
3146.0,93.546372,95.724851,89.402976,90.096152,89.907788,92.964065,89.959132,88.433563,94.074159,93.663609,87.851477,95.402601
3145.0,93.469896,95.683064,89.259797,89.961174,89.770878,92.878463,89.828772,88.279626,93.991104,93.583419,87.699843,95.341876
3144.0,93.398651,95.645817,89.113497,89.82118,89.635443,92.79605,89.700655,88.126431,93.912545,93.502779,87.547945,95.278461
3143.0,93.319708,95.603495,88.965238,89.675802,89.501032,92.71522,89.575337,87.978225,93.834509,93.417629,87.398728,95.215246
3142.0,93.223481,95.546995,88.813157,89.525272,89.36488,92.632222,89.450949,87.836704,93.75119,93.325392,87.252015,95.15506
3141.0,93.112687,95.475923,88.654449,89.370574,89.223898,92.543717,89.324627,87.69941,93.661126,93.228376,87.104958,95.098379
3140.0,92.999081,95.398142,88.487023,89.210946,89.078005,92.449745,89.193392,87.559807,93.568731,93.131801,86.954303,95.042918
3139.0,92.890721,95.321828,88.30917,89.042577,88.930264,92.353827,89.054213,87.410035,93.47973,93.038558,86.797735,94.985272
3138.0,92.783939,95.249363,88.120117,88.861824,88.783501,92.259274,88.905864,87.246279,93.396041,92.946648,86.634498,94.923241
3137.0,92.668858,95.178746,87.921567,88.668941,88.637931,92.165941,88.751273,87.0717,93.316054,92.851934,86.465648,94.857086
3136.0,92.540856,95.108512,87.71668,88.467041,88.491924,92.071468,88.595784,86.892633,93.238185,92.752908,86.293114,94.788852
3135.0,92.404364,95.039194,87.507196,88.258814,88.34333,91.974944,88.442445,86.712942,93.161131,92.652338,86.118531,94.720745
3134.0,92.26637,94.970456,87.293479,88.046497,88.189515,91.877623,88.290657,86.533988,93.080591,92.553923,85.943588,94.654309
3133.0,92.128941,94.898596,87.076739,87.833101,88.0274,91.779812,88.138876,86.357686,92.989145,92.456982,85.770152,94.590282
3132.0,91.988721,94.81803,86.857905,87.619535,87.854622,91.678645,87.985496,86.184747,92.882138,92.355034,85.597759,94.527618
3131.0,91.842109,94.725702,86.634137,87.400731,87.670992,91.570398,87.826859,86.010174,92.76343,92.241507,85.421644,94.462386
3130.0,91.689809,94.624376,86.400124,87.168618,87.479414,91.454879,87.658193,85.825561,92.643887,92.117673,85.236063,94.38946
3129.0,91.536432,94.521338,86.153948,86.920007,87.285715,91.336339,87.478242,85.627595,92.533331,91.993131,85.039781,94.306882
3128.0,91.385499,94.422958,85.898682,86.659116,87.096141,91.219288,87.290429,85.420887,92.433004,91.876469,84.83614,94.218154
3127.0,91.23434,94.329929,85.637492,86.392233,86.912915,91.103648,87.098257,85.211181,92.334875,91.766155,84.628059,94.129266
3126.0,91.074467,94.237753,85.37057,86.122949,86.73178,90.984611,86.902201,84.999125,92.228359,91.652411,84.415717,94.043785
3125.0,90.897954,94.140909,85.098156,85.852875,86.544571,90.857172,86.702144,84.782052,92.10841,91.526973,84.199192,93.961293
3124.0,90.70366,94.035471,84.822721,85.582912,86.344371,90.720145,86.499295,84.557978,91.977537,91.388337,83.979721,93.87924
3123.0,90.497461,93.919397,84.545476,85.311439,86.128503,90.576119,86.292894,84.324974,91.840844,91.238447,83.756634,93.794427
3122.0,90.287716,93.793991,84.263341,85.033827,85.898293,90.429078,86.077501,84.079439,91.700972,91.078974,83.525461,93.703183
3121.0,90.081227,93.665803,83.972172,84.746228,85.657529,90.282566,85.846845,83.818417,91.558324,90.912737,83.280884,93.602511
3120.0,89.881703,93.543456,83.671435,84.448694,85.41022,90.138011,85.599527,83.542642,91.413395,90.745066,83.020095,93.492169
3119.0,89.68919,93.429762,83.363779,84.143406,85.157541,89.992183,85.338856,83.254977,91.265838,90.579811,82.742294,93.374634
3118.0,89.500191,93.318446,83.051633,83.831592,84.896307,89.836716,85.067791,82.95614,91.112216,90.414487,82.446841,93.252274
3117.0,89.309517,93.201002,82.736124,83.513842,84.621702,89.663253,84.785696,82.643184,90.947938,90.241694,82.133531,93.125006
3116.0,89.112792,93.075969,82.418225,83.192309,84.332454,89.471039,84.489537,82.312083,90.772029,90.055328,81.803766,92.991105
3115.0,88.907531,92.949417,82.099576,82.870961,84.032897,89.26858,84.177232,81.962089,90.587727,89.854424,81.460509,92.849691
3114.0,88.693417,92.827236,81.783029,82.553822,83.729199,89.066649,83.85043,81.598747,90.397689,89.642031,81.107562,92.701935
3113.0,88.473351,92.709461,81.472426,82.243213,83.423408,88.869991,83.514539,81.23198,90.200659,89.422209,80.748428,92.550078
3112.0,88.253578,92.592217,81.16979,81.939006,83.11142,88.675867,83.175007,80.868678,89.994177,89.197702,80.384226,92.395682
3111.0,88.040255,92.472956,80.872133,81.639393,82.787146,88.478767,82.833093,80.506753,89.77928,88.968518,80.012734,92.238909
3110.0,87.834818,92.352726,80.573372,81.342761,82.448657,88.274779,82.486005,80.138405,89.561051,88.732259,79.631068,92.07945
3109.0,87.633636,92.234253,80.270469,81.048188,82.10002,88.062638,82.130931,79.759184,89.344892,88.486848,79.239354,91.91799
3108.0,87.432669,92.11886,79.965944,80.753559,81.747777,87.843831,81.767576,79.371604,89.133024,88.233685,78.840601,91.756258
3107.0,87.231733,92.005479,79.663958,80.455156,81.397399,87.62303,81.397591,78.980455,88.924162,87.978289,78.437881,91.595313
3106.0,87.034043,91.892722,79.366277,80.151564,81.053591,87.406577,81.024123,78.588343,88.715461,87.727886,78.03366,91.434173
3105.0,86.842483,91.781126,79.072991,79.847136,80.721032,87.198373,80.652066,78.196922,88.504419,87.487611,77.631055,91.27084
3104.0,86.656591,91.672188,78.784351,79.548643,80.401203,86.997113,80.285978,77.809039,88.289669,87.257328,77.232602,91.104731
3103.0,86.472257,91.565541,78.499868,79.258303,80.088802,86.798166,79.926759,77.427355,88.071181,87.031376,76.837583,90.937801
3102.0,86.28403,91.458754,78.217158,78.972146,79.774633,86.597573,79.572332,77.052538,87.850426,86.802437,76.44305,90.773313
3101.0,86.088982,91.350089,77.93327,78.684872,79.453431,86.393576,79.22185,76.683984,87.629861,86.566926,76.047834,90.613706
3100.0,85.889124,91.238961,77.646246,78.393714,79.127255,86.185602,78.876754,76.320728,87.411023,86.32661,75.653385,90.459212
3099.0,85.689174,91.122842,77.354881,78.09753,78.801001,85.974272,78.537064,75.960979,87.192902,86.085253,75.260816,90.307857
3098.0,85.491196,90.996871,77.058879,77.79548,78.477341,85.762856,78.199767,75.602866,86.97335,85.845152,74.870051,90.156889
3097.0,85.29234,90.859761,76.760286,77.48819,78.157555,85.556752,77.862605,75.246752,86.75275,85.60761,74.482297,90.00502
3096.0,85.088904,90.71903,76.462943,77.178286,77.845036,85.359933,77.527571,74.895405,86.535378,85.375255,74.100627,89.853648
3095.0,84.8817,90.586886,76.169136,76.868254,77.544952,85.172117,77.199024,74.551411,86.326167,85.15202,73.72726,89.705597
3094.0,84.675427,90.469791,75.877963,76.55865,77.259959,84.989828,76.879758,74.215925,86.126641,84.940443,73.362449,89.562584
3093.0,84.473105,90.363531,75.587417,76.248819,76.987511,84.809745,76.569989,73.889762,85.934862,84.739403,73.006302,89.424247
3092.0,84.273793,90.25875,75.296422,75.938256,76.722273,84.631219,76.268716,73.573215,85.7489,84.544657,72.659191,89.289579
3091.0,84.076701,90.149815,75.00462,75.627185,76.461386,84.457001,75.975136,73.264471,85.569313,84.351957,72.319895,89.158661
3090.0,83.884836,90.037939,74.712679,75.317116,76.206862,84.291836,75.689975,72.960861,85.397912,84.160483,71.986008,89.032711
3089.0,83.701952,89.927218,74.423984,75.010946,75.961793,84.138509,75.415935,72.662645,85.234378,83.973461,71.657251,88.912743
3088.0,83.527478,89.81929,74.143822,74.711326,75.724586,83.994038,75.155183,72.373421,85.074661,83.795184,71.336442,88.798437
3087.0,83.357924,89.712068,73.875308,74.419179,75.48952,83.85103,74.905963,72.095888,84.913847,83.627731,71.02649,88.688104
3086.0,83.19336,89.603121,73.61734,74.134982,75.254814,83.704377,74.663495,71.828907,84.751701,83.470868,70.728054,88.579668
3085.0,83.039247,89.493653,73.367811,73.86102,75.028167,83.556125,74.425051,71.5695,84.594774,83.324104,70.440615,88.472343
3084.0,82.900684,89.388764,73.127667,73.600826,74.821224,83.412885,74.192656,71.316091,84.451421,83.187373,70.164092,88.36796
3083.0,82.777621,89.294037,72.901051,73.356893,74.638813,83.279531,73.970385,71.069178,84.324462,83.060351,69.898925,88.270388
3082.0,82.667337,89.212179,72.692763,73.130378,74.475411,83.156445,73.760898,70.830346,84.209719,82.942955,69.645882,88.182666
3081.0,82.569344,89.142642,72.506239,72.922366,74.321294,83.041536,73.56515,70.601088,84.10162,82.836454,69.40576,88.104109
3080.0,82.485402,89.083566,72.342501,72.733799,74.169773,82.9329,73.383406,70.381406,83.998754,82.742229,69.178164,88.030615
3079.0,82.416067,89.033788,72.199869,72.564954,74.019282,82.829726,73.215032,70.169629,83.903728,82.658995,68.961402,87.9583
3078.0,82.359795,88.993438,72.075552,72.416986,73.872308,82.732126,73.058367,69.96496,83.819391,82.582777,68.755431,87.886892
3077.0,82.315232,88.962877,71.968481,72.293407,73.733828,82.640001,72.912019,69.769874,83.746028,82.510168,68.564047,87.819628
3076.0,82.282864,88.941029,71.880499,72.198086,73.608785,82.551215,72.776,69.588355,83.681029,82.440559,68.391957,87.760437
3075.0,82.264892,88.925334,71.814884,72.132034,73.499597,82.461908,72.651567,69.422119,83.620954,82.375305,68.240266,87.711435
3074.0,82.264796,88.914321,71.774279,72.09358,73.406558,82.370661,72.540627,69.270133,83.565426,82.316879,68.106696,87.672104
3073.0,82.286099,88.91,71.759532,72.080939,73.330133,82.282406,72.445067,69.131055,83.519448,82.269517,67.989031,87.639765
3072.0,82.329636,88.91661,71.769196,72.092896,73.270793,82.206205,72.365471,69.004019,83.489703,82.238337,67.8859,87.611289
3071.0,82.39214,88.936613,71.799985,72.127661,73.226161,82.147944,72.300404,68.887546,83.477169,82.225406,67.795408,87.585703
3070.0,82.468581,88.968522,71.848358,72.182786,73.190358,82.105523,72.247483,68.779873,83.475044,82.226887,67.716057,87.565072
3069.0,82.555444,89.008565,71.911758,72.255908,73.157696,82.071072,72.204564,68.680171,83.475467,82.235486,67.648451,87.551714
3068.0,82.65086,89.053656,71.98852,72.34469,73.12698,82.037147,72.169402,68.587691,83.477069,82.24607,67.593248,87.544496
3067.0,82.752729,89.102928,72.077824,72.447129,73.102063,82.001078,72.139746,68.500494,83.484075,82.258497,67.548067,87.539224
3066.0,82.858603,89.157205,72.180263,72.563034,73.088231,81.964715,72.115464,68.417381,83.499068,82.275264,67.509575,87.533098
3065.0,82.967058,89.216721,72.296771,72.693569,73.087244,81.930903,72.099421,68.340577,83.519179,82.297462,67.478343,87.52747
3064.0,83.077584,89.278585,72.42561,72.837684,73.095143,81.900183,72.094314,68.274057,83.539813,82.323829,67.458551,87.525578
3063.0,83.189597,89.337603,72.561875,72.990711,73.106012,81.87103,72.099657,68.219485,83.560683,82.353761,67.453186,87.52892
3062.0,83.303414,89.391718,72.701551,73.148393,73.119096,81.843524,72.113828,68.176012,83.58749,82.390348,67.462567,87.536974
3061.0,83.422007,89.446286,72.844641,73.310531,73.141059,81.822122,72.13763,68.143368,83.627952,82.439288,67.486999,87.549314
3060.0,83.54927,89.510141,72.992415,73.478299,73.179293,81.813531,72.173113,68.122588,83.685577,82.504073,67.526987,87.566536
3059.0,83.684962,89.586184,73.142679,73.64925,73.233395,81.821044,72.219703,68.113858,83.756425,82.582174,67.580384,87.589402
3058.0,83.822153,89.667552,73.289926,73.817537,73.295112,81.841078,72.274654,68.11605,83.832189,82.665916,67.64294,87.618151
3057.0,83.951191,89.744112,73.429571,73.978394,73.356771,81.865526,72.337254,68.128259,83.907066,82.747094,67.712826,87.652327
3056.0,84.067103,89.811211,73.560556,74.130665,73.418473,81.887909,72.409744,68.149806,83.981413,82.821976,67.792163,87.690431
3055.0,84.173084,89.870743,73.68493,74.276295,73.486751,81.907609,72.493732,68.179338,84.058556,82.893408,67.883285,87.730234
3054.0,84.276409,89.925762,73.806834,74.419403,73.567002,81.928447,72.588109,68.216306,84.139469,82.968004,67.985753,87.770526
3053.0,84.380942,89.977076,73.930769,74.564229,73.65716,81.953691,72.690601,68.26261,84.221776,83.049682,68.097235,87.812404
3052.0,84.484145,90.025063,74.057974,74.710826,73.748134,81.983009,72.798534,68.31965,84.302699,83.135402,68.214345,87.857857
3051.0,84.581687,90.072261,74.18437,74.853496,73.8311,82.013868,72.907507,68.38362,84.380917,83.218709,68.331975,87.906982
