ν	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina Magnetizada  Eppendorf	LD-Alanina Irradiada Magnetizada Eppendorf	LD-Alanina  Magnetizada Petri	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Irradiada Petri	L-Alanina Magnetizada Eppendorf	L-Alanina Irradiada  Magnetizada Eppendorf	D-Alanina Magnetizada Irradiada Petri	D-Alanina Magnetizada Eppendorf	D-Alanina Irradiada Magnetizada Eppendorf	D-Alanina  Magnetizada Petri
2208.0	93.028153	96.596794	94.890643	94.788546	85.423102	95.417769	96.903064	96.264437	96.46086	96.878834	97.167986	92.918933
2207.0	93.044306	96.609025	94.899604	94.777468	85.4329	95.43356	96.901865	96.30239	96.444489	96.88466	97.183622	92.924622
2206.0	93.056203	96.610784	94.901468	94.765597	85.418809	95.457634	96.906245	96.328406	96.414957	96.880907	97.204287	92.928931
2205.0	93.048819	96.60688	94.884169	94.747492	85.382744	95.476234	96.916885	96.321073	96.376778	96.865859	97.2124	92.922654
2204.0	93.023687	96.603547	94.862765	94.733356	85.34266	95.485068	96.934212	96.292214	96.348115	96.852032	97.20399	92.914314
2203.0	93.002164	96.599655	94.850585	94.735427	85.321433	95.495051	96.962676	96.264697	96.349099	96.855256	97.187275	92.91953
2202.0	93.004378	96.58795	94.840035	94.749725	85.338342	95.516311	96.999713	96.24463	96.374386	96.878056	97.171567	92.936237
2201.0	93.034929	96.570888	94.822821	94.76497	85.403711	95.550996	97.033647	96.230435	96.399542	96.912192	97.165057	92.954379
2200.0	93.079773	96.561719	94.804306	94.777324	85.502572	95.594217	97.053627	96.224644	96.409913	96.946501	97.174796	92.97601
2199.0	93.109848	96.562608	94.787036	94.784849	85.586578	95.629152	97.053468	96.220369	96.405261	96.964551	97.199642	93.000881
2198.0	93.101271	96.557999	94.763482	94.781268	85.607482	95.631872	97.02996	96.200465	96.386725	96.951286	97.22832	93.007459
2197.0	93.060532	96.540103	94.735525	94.766291	85.567517	95.596771	96.987014	96.167056	96.361332	96.914664	97.250658	92.977796
2196.0	93.016226	96.523711	94.718355	94.747438	85.518371	95.548239	96.936057	96.147712	96.34854	96.883987	97.265377	92.930906
2195.0	92.980899	96.521713	94.714986	94.722622	85.503423	95.512848	96.883884	96.154981	96.358683	96.873452	97.272478	92.904216
2194.0	92.940109	96.522702	94.707893	94.679007	85.519665	95.490173	96.828195	96.163954	96.373883	96.865209	97.266443	92.911068
2193.0	92.883861	96.510164	94.683968	94.619248	85.540638	95.464502	96.773315	96.147258	96.371527	96.840647	97.244096	92.939805
2192.0	92.824866	96.490003	94.647718	94.568801	85.553968	95.433963	96.738832	96.108969	96.355778	96.806626	97.212424	92.981643
2191.0	92.776393	96.48005	94.605175	94.545291	85.566632	95.412216	96.740593	96.067336	96.343859	96.775246	97.18239	93.03227
2190.0	92.736645	96.48367	94.557592	94.54069	85.592777	95.409033	96.771886	96.02944	96.334563	96.743511	97.161034	93.076597
2189.0	92.706612	96.492488	94.51429	94.544803	85.646584	95.421936	96.812375	96.000466	96.316312	96.714899	97.152761	93.10134
2188.0	92.698525	96.504158	94.485988	94.562368	85.728497	95.439604	96.843984	95.991096	96.293935	96.714335	97.158766	93.116606
2187.0	92.71176	96.516607	94.462467	94.590491	85.809863	95.444716	96.848989	95.995786	96.279489	96.751319	97.1707	93.14012
2186.0	92.722934	96.514807	94.425067	94.602479	85.852442	95.424566	96.811899	95.989553	96.267923	96.789645	97.175702	93.169628
2185.0	92.715267	96.488938	94.3844	94.578175	85.855875	95.38888	96.74449	95.967047	96.25183	96.788598	97.174522	93.196127
2184.0	92.697417	96.46161	94.372928	94.535967	85.865109	95.364878	96.69446	95.958804	96.249066	96.760944	97.18381	93.230475
2183.0	92.678955	96.469434	94.39242	94.511964	85.914463	95.365333	96.701624	95.984475	96.280294	96.754653	97.211084	93.284378
2182.0	92.649525	96.513418	94.401526	94.515846	85.983009	95.37555	96.750296	96.014242	96.32386	96.786457	97.236935	93.335511
2181.0	92.59851	96.550322	94.366122	94.523325	86.022693	95.378946	96.787507	96.002747	96.328946	96.827573	97.233209	93.348866
2180.0	92.535213	96.542229	94.292344	94.504294	86.014562	95.376052	96.785981	95.942342	96.276118	96.848507	97.19319	93.328981
2179.0	92.475592	96.497289	94.202712	94.44709	85.979227	95.36864	96.767469	95.86095	96.195362	96.843506	97.135736	93.315178
2178.0	92.427766	96.452133	94.11357	94.364414	85.945713	95.347003	96.764851	95.788727	96.124625	96.813628	97.087496	93.325998
2177.0	92.396591	96.426398	94.043678	94.284105	85.925823	95.305966	96.780661	95.745562	96.07646	96.758768	97.068293	93.339147
2176.0	92.37696	96.402987	94.008224	94.223559	85.907554	95.25378	96.785525	95.736941	96.042204	96.689794	97.083212	93.327772
2175.0	92.337252	96.349979	93.991099	94.170435	85.863712	95.193686	96.747103	95.741365	96.005158	96.625468	97.117814	93.291197
2174.0	92.242553	96.257782	93.953003	94.101826	85.777842	95.118694	96.65974	95.720145	95.950901	96.575343	97.144526	93.246731
2173.0	92.107553	96.153491	93.877842	94.017851	85.667053	95.036647	96.552028	95.655383	95.884162	96.539655	97.140526	93.212335
2172.0	91.995884	96.077974	93.78528	93.93594	85.567203	94.975264	96.46347	95.562851	95.832244	96.518968	97.099827	93.199316
2171.0	91.951621	96.050613	93.693638	93.859108	85.494188	94.947033	96.410515	95.461608	95.814403	96.508474	97.03056	93.204732
2170.0	91.955831	96.059032	93.601118	93.778987	85.43449	94.931176	96.379496	95.35607	95.813446	96.492159	96.949389	93.21008
2169.0	91.958862	96.076715	93.508914	93.707616	85.371339	94.904693	96.349573	95.255546	95.793958	96.459175	96.878471	93.198621
2168.0	91.926687	96.080049	93.430969	93.670773	85.29953	94.868945	96.30809	95.181338	95.741406	96.416629	96.834493	93.169339
2167.0	91.843147	96.051257	93.370953	93.662373	85.21481	94.829633	96.241422	95.138568	95.665413	96.370046	96.814543	93.12459
2166.0	91.70137	95.983661	93.315	93.638281	85.114721	94.775767	96.133725	95.103539	95.574505	96.304966	96.799954	93.058496
2165.0	91.521085	95.894617	93.252839	93.568646	85.015611	94.701919	95.992836	95.051547	95.472609	96.210753	96.776661	92.97499
2164.0	91.352295	95.821344	93.182577	93.470383	84.941668	94.63044	95.865046	94.978718	95.376411	96.113447	96.745214	92.902024
2163.0	91.240976	95.795561	93.100486	93.382158	84.89092	94.588948	95.809371	94.896077	95.315685	96.062906	96.713241	92.867435
2162.0	91.212231	95.833449	93.023156	93.343182	84.843003	94.586246	95.866475	94.835673	95.321059	96.095069	96.692562	92.877385
2161.0	91.290687	95.94897	93.013106	93.400333	84.809179	94.628499	96.051157	94.862769	95.420958	96.219161	96.704178	92.937965
2160.0	91.487621	96.146141	93.123843	93.578448	84.836065	94.728927	96.340292	95.025984	95.624139	96.419507	96.765586	93.070197
2159.0	91.738734	96.379585	93.306457	93.81505	84.932932	94.87116	96.649019	95.273322	95.876249	96.645362	96.864181	93.263206
2158.0	91.908166	96.55515	93.436024	93.98064	85.031507	94.993496	96.857704	95.476746	96.064974	96.820613	96.961214	93.435903
2157.0	91.903975	96.605212	93.446404	93.998655	85.052959	95.046249	96.904694	95.564262	96.1152	96.896716	97.029381	93.500971
2156.0	91.751655	96.542426	93.371175	93.89524	84.980595	95.035329	96.834456	95.566076	96.056416	96.883151	97.068004	93.452195
2155.0	91.533406	96.421644	93.256012	93.72399	84.845887	94.988263	96.737378	95.528756	95.968013	96.814475	97.082416	93.350474
2154.0	91.306644	96.281225	93.107002	93.50907	84.685528	94.918156	96.668601	95.459489	95.893195	96.717429	97.073164	93.250877
2153.0	91.092984	96.137418	92.926198	93.272391	84.529328	94.839108	96.630082	95.362488	95.829509	96.618176	97.04742	93.171642
2152.0	90.895815	96.007209	92.735312	93.056049	84.395991	94.778083	96.601086	95.266245	95.771087	96.544811	97.019746	93.109569
2151.0	90.701735	95.908371	92.547867	92.888389	84.282218	94.746401	96.567817	95.189737	95.724402	96.501316	96.99539	93.055772
2150.0	90.490343	95.841518	92.357028	92.758488	84.172507	94.72531	96.534919	95.121624	95.690851	96.462712	96.967321	93.00378
2149.0	90.264329	95.789528	92.163128	92.643576	84.066918	94.700986	96.521612	95.053238	95.663214	96.415015	96.93385	92.962252
2148.0	90.053954	95.735773	91.981124	92.535567	83.98132	94.688483	96.539278	94.999977	95.64021	96.379043	96.90548	92.952516
2147.0	89.879442	95.674139	91.813103	92.425033	83.916886	94.698549	96.567647	94.972887	95.626405	96.375659	96.890588	92.978852
2146.0	89.726882	95.603997	91.64243	92.287739	83.852847	94.707783	96.566755	94.958052	95.618876	96.390497	96.887118	93.012612
2145.0	89.568841	95.525335	91.459666	92.110754	83.776801	94.690656	96.519133	94.937462	95.606689	96.395701	96.89057	93.020891
2144.0	89.386856	95.437938	91.267775	91.91268	83.698732	94.658184	96.444759	94.902837	95.578171	96.38579	96.896629	92.998559
2143.0	89.164743	95.339493	91.062357	91.718205	83.62473	94.632752	96.366895	94.840647	95.518493	96.36744	96.894581	92.957262
2142.0	88.885628	95.227758	90.835884	91.527724	83.539266	94.601849	96.282803	94.735881	95.412442	96.332949	96.873736	92.900232
2141.0	88.554716	95.109005	90.600819	91.3267	83.428612	94.529914	96.17957	94.602228	95.26653	96.271563	96.840179	92.829526
2140.0	88.210127	94.998315	90.379321	91.111728	83.306298	94.407691	96.060317	94.477277	95.119115	96.194325	96.812063	92.764149
2139.0	87.896387	94.905456	90.171697	90.895195	83.201149	94.262227	95.94037	94.375696	95.011061	96.123235	96.794016	92.726268
2138.0	87.635707	94.825512	89.964029	90.693506	83.129955	94.123596	95.832564	94.276151	94.950005	96.065626	96.771587	92.714597
2137.0	87.427902	94.748963	89.763348	90.517353	83.090199	94.004483	95.749652	94.16261	94.911501	96.018038	96.735631	92.709914
2136.0	87.261792	94.676147	89.591956	90.364778	83.068408	93.905501	95.705105	94.045257	94.865545	95.98191	96.69483	92.703591
2135.0	87.118305	94.614898	89.445689	90.222505	83.04679	93.816846	95.693556	93.927121	94.791862	95.953881	96.655264	92.705323
2134.0	86.973849	94.566806	89.290819	90.083837	83.010043	93.715791	95.679945	93.783417	94.680399	95.911615	96.60449	92.724369
2133.0	86.811096	94.522463	89.108946	89.961044	82.954499	93.581921	95.623886	93.593549	94.53328	95.831435	96.529565	92.754813
2132.0	86.62578	94.469495	88.918441	89.865477	82.8874	93.4167	95.510064	93.367686	94.362543	95.712931	96.438498	92.777279
2131.0	86.425119	94.401118	88.74668	89.780595	82.815355	93.235948	95.347249	93.125236	94.176095	95.56981	96.349774	92.768341
2130.0	86.226264	94.318327	88.604065	89.674016	82.739486	93.045828	95.15089	92.869778	93.970483	95.407596	96.267887	92.715417
2129.0	86.051508	94.227861	88.48838	89.537291	82.66141	92.837843	94.939329	92.598612	93.74247	95.227191	96.180284	92.631774
2128.0	85.912712	94.137785	88.394573	89.397509	82.585399	92.605762	94.735019	92.317313	93.499176	95.039491	96.074848	92.551089
2127.0	85.800749	94.053132	88.315771	89.286415	82.514118	92.357112	94.552552	92.031883	93.2507	94.857667	95.952281	92.50021
2126.0	85.698869	93.976094	88.248263	89.21261	82.450462	92.106401	94.387568	91.741076	93.000921	94.680711	95.822574	92.482918
2125.0	85.603995	93.909579	88.197133	89.166507	82.40298	91.862076	94.225819	91.445797	92.750484	94.499347	95.69499	92.490573
2124.0	85.525955	93.857508	88.16657	89.136178	82.378705	91.619918	94.059123	91.153568	92.499285	94.31194	95.571434	92.513242
2123.0	85.469322	93.821288	88.148334	89.111422	82.368956	91.366977	93.885906	90.867923	92.24152	94.120459	95.447181	92.533927
2122.0	85.428092	93.799023	88.13271	89.085392	82.353234	91.095076	93.704122	90.586025	91.970441	93.918956	95.318253	92.530367
2121.0	85.397853	93.788818	88.12597	89.062426	82.322078	90.814049	93.5158	90.310116	91.69609	93.704868	95.187451	92.500101
2120.0	85.381686	93.789811	88.141877	89.057378	82.287887	90.548746	93.334595	90.048053	91.447129	93.497883	95.061069	92.473833
2119.0	85.381874	93.798567	88.180075	89.079603	82.267711	90.31868	93.175997	89.800774	91.244544	93.3271	94.941317	92.486068
2118.0	85.394961	93.807303	88.228596	89.121536	82.262006	90.121358	93.039569	89.563763	91.08061	93.196228	94.825965	92.536257
2117.0	85.418237	93.808502	88.283648	89.16671	82.256648	89.937809	92.910837	89.342705	90.9319	93.077033	94.714202	92.59135
2116.0	85.455016	93.801389	88.350381	89.205305	82.24295	89.75509	92.783293	89.153376	90.786384	92.94417	94.60854	92.622764
2115.0	85.510724	93.793739	88.427569	89.240242	82.2309	89.582973	92.670079	89.00447	90.649614	92.806102	94.512322	92.62941
2114.0	85.586783	93.798221	88.509171	89.28283	82.242203	89.446824	92.588765	88.894109	90.531253	92.693982	94.430158	92.62862
2113.0	85.678252	93.825409	88.598889	89.343807	82.290169	89.362269	92.540577	88.822794	90.437028	92.627385	94.369254	92.638131
2112.0	85.7754	93.875688	88.705324	89.423931	82.365415	89.319553	92.511883	88.794172	90.371211	92.599576	94.334512	92.66664
2111.0	85.870662	93.935617	88.824368	89.512882	82.443299	89.298372	92.493713	88.802547	90.336589	92.5936	94.322692	92.711433
2110.0	85.967223	93.984653	88.944755	89.601461	82.507279	89.294782	92.490926	88.835858	90.330866	92.603133	94.326026	92.762615
2109.0	86.076204	94.009639	89.069307	89.693007	82.562585	89.321773	92.509912	88.892617	90.349341	92.633147	94.340752	92.812698
2108.0	86.201232	94.015783	89.21007	89.797156	82.626399	89.382288	92.545617	88.980239	90.391843	92.685192	94.367957	92.860214
2107.0	86.332196	94.024769	89.362329	89.914842	82.710874	89.457782	92.588383	89.09566	90.462857	92.751218	94.408059	92.903993
2106.0	86.45974	94.060757	89.505309	90.036422	82.818447	89.533193	92.639602	89.225283	90.56498	92.825482	94.459938	92.942603
2105.0	86.587396	94.132624	89.631848	90.151955	82.943351	89.619628	92.710452	89.366654	90.694525	92.914901	94.523701	92.981882
2104.0	86.720866	94.225055	89.756529	90.256329	83.069154	89.736467	92.803571	89.531466	90.841132	93.027036	94.597733	93.031117
2103.0	86.854746	94.309514	89.889372	90.34886	83.174322	89.879254	92.905285	89.7211	90.989475	93.150052	94.673748	93.087304
2102.0	86.983283	94.369263	90.021339	90.437754	83.253766	90.024295	93.001743	89.916695	91.127089	93.258492	94.741812	93.137738
2101.0	87.117154	94.413537	90.14267	90.540828	83.330327	90.162452	93.096059	90.101828	91.256853	93.343612	94.801726	93.185112
2100.0	87.272894	94.463717	90.2583	90.669156	83.431695	90.309092	93.20174	90.281141	91.397806	93.426253	94.864334	93.25223
2099.0	87.448087	94.527628	90.378468	90.811629	83.559867	90.478038	93.323706	90.468928	91.566905	93.532719	94.940435	93.34875
2098.0	87.622292	94.594117	90.509083	90.947085	83.696676	90.663666	93.455456	90.671634	91.76197	93.669074	95.032056	93.449081
2097.0	87.782097	94.652571	90.654593	91.068932	83.833608	90.854898	93.592504	90.886699	91.965957	93.825843	95.132645	93.520663
2096.0	87.931501	94.708651	90.813284	91.185389	83.976386	91.049605	93.736206	91.10412	92.161562	93.99266	95.229925	93.56279
2095.0	88.078288	94.776074	90.966809	91.299421	84.120087	91.244272	93.881498	91.303615	92.335431	94.154273	95.310718	93.599626
2094.0	88.225519	94.858441	91.092767	91.405637	84.242332	91.423059	94.012122	91.465421	92.476834	94.285565	95.371131	93.645948
2093.0	88.376858	94.944292	91.19216	91.506141	84.329625	91.570393	94.115146	91.590962	92.584697	94.371616	95.422183	93.699102
2092.0	88.533994	95.016722	91.287742	91.610975	84.394077	91.686257	94.193536	91.700123	92.672066	94.427575	95.478076	93.754835
2091.0	88.686215	95.064252	91.393679	91.720415	84.456156	91.77976	94.258622	91.804914	92.753087	94.48112	95.539179	93.810683
2090.0	88.817448	95.086271	91.505014	91.82272	84.524678	91.856837	94.315987	91.900501	92.82861	94.538661	95.59383	93.858842
2089.0	88.928268	95.093196	91.617869	91.913293	84.601415	91.923682	94.364133	91.983781	92.893083	94.584043	95.635959	93.893087
2088.0	89.038851	95.100491	91.738129	92.002695	84.692572	91.993087	94.402198	92.062018	92.950783	94.607957	95.6713	93.920308
2087.0	89.166125	95.119762	91.864267	92.101602	84.804288	92.074959	94.433054	92.13723	93.013473	94.621757	95.704736	93.952601
2086.0	89.309286	95.154785	91.982355	92.209185	84.932297	92.163866	94.461122	92.20034	93.082897	94.640739	95.73204	93.992378
2085.0	89.459825	95.203733	92.087176	92.318123	85.063336	92.244233	94.490805	92.248241	93.145473	94.668515	95.748394	94.03585
2084.0	89.613004	95.262772	92.190671	92.420051	85.184976	92.306105	94.524589	92.290004	93.18655	94.701767	95.756563	94.084383
2083.0	89.765316	95.329423	92.300946	92.507126	85.294361	92.351828	94.560165	92.32938	93.206004	94.739692	95.762231	94.141459
2082.0	89.911994	95.405042	92.410349	92.581326	85.403378	92.391365	94.591698	92.359145	93.22096	94.783477	95.768657	94.205176
2081.0	90.051641	95.491058	92.513019	92.659904	85.532904	92.433711	94.614929	92.380319	93.255081	94.831555	95.779706	94.273173
2080.0	90.184804	95.579734	92.616599	92.755512	85.690961	92.476745	94.629109	92.4084	93.31881	94.877176	95.800241	94.34561
2079.0	90.307777	95.654558	92.726145	92.854232	85.858418	92.504655	94.636058	92.451236	93.395769	94.908153	95.828507	94.414116
2078.0	90.418836	95.706766	92.832558	92.933822	86.010148	92.505277	94.64259	92.49836	93.455068	94.913261	95.854214	94.461594
2077.0	90.528382	95.745844	92.927953	93.000348	86.148657	92.491832	94.660936	92.541488	93.48201	94.895294	95.868482	94.486305
2076.0	90.646644	95.782803	93.018643	93.079491	86.29775	92.49391	94.697745	92.588198	93.489784	94.873437	95.871569	94.510944
2075.0	90.762201	95.809467	93.113367	93.169931	86.461643	92.522848	94.743991	92.645676	93.498341	94.866434	95.869802	94.551761
2074.0	90.852805	95.811814	93.210631	93.237207	86.615045	92.561708	94.78573	92.708316	93.516064	94.879288	95.871497	94.595313
2073.0	90.920201	95.802339	93.304708	93.265289	86.742576	92.596367	94.824848	92.771229	93.548585	94.91161	95.885712	94.624865
2072.0	90.993516	95.818207	93.391198	93.285312	86.863722	92.639821	94.878228	92.839618	93.607058	94.967587	95.914514	94.652327
2071.0	91.092224	95.879332	93.462636	93.33676	87.002364	92.712563	94.954457	92.915348	93.691496	95.045331	95.944941	94.699437
2070.0	91.205709	95.964973	93.514398	93.423557	87.150661	92.811593	95.042662	92.991039	93.778558	95.12513	95.960621	94.760954
2069.0	91.314679	96.039532	93.558561	93.523726	87.282199	92.913993	95.126554	93.066487	93.845019	95.184555	95.965933	94.81311
2068.0	91.412553	96.088125	93.614326	93.62083	87.388189	93.003952	95.19908	93.154264	93.897103	95.223769	95.98706	94.848827
2067.0	91.498477	96.118244	93.680868	93.708446	87.483426	93.083192	95.260878	93.260318	93.960531	95.263509	96.041798	94.878342
2066.0	91.56946	96.140938	93.73743	93.78044	87.5855	93.159418	95.316171	93.374986	94.048094	95.320318	96.117039	94.902468
2065.0	91.628457	96.163297	93.77276	93.834341	87.700748	93.236048	95.373791	93.489913	94.152301	95.393249	96.182737	94.911682
2064.0	91.68185	96.189485	93.795635	93.873434	87.820628	93.311283	95.440165	93.607161	94.262483	95.470011	96.221662	94.907323
2063.0	91.722151	96.2175	93.815428	93.896386	87.922618	93.381733	95.507866	93.725977	94.371732	95.536079	96.239684	94.900116
2062.0	91.733499	96.24045	93.835004	93.899545	87.987112	93.450603	95.562984	93.839791	94.472259	95.582868	96.254876	94.89206
2061.0	91.719723	96.254804	93.861983	93.893383	88.022346	93.531727	95.604783	93.951083	94.561469	95.617176	96.28436	94.879318
2060.0	91.704346	96.257018	93.899354	93.894486	88.058346	93.633749	95.64376	94.068336	94.647877	95.656397	96.334048	94.864753
2059.0	91.697316	96.232048	93.92422	93.896331	88.109281	93.739818	95.680612	94.184776	94.734851	95.705691	96.393135	94.849081
2058.0	91.687395	96.166422	93.906334	93.875093	88.161953	93.821408	95.70739	94.284561	94.805976	95.750718	96.443401	94.822248
2057.0	91.673495	96.081018	93.852004	93.831933	88.209392	93.878372	95.731793	94.373439	94.845816	95.783488	96.478511	94.785361
2056.0	91.671836	96.026202	93.798153	93.797904	88.268147	93.944176	95.773817	94.472946	94.868476	95.819543	96.508342	94.765835
2055.0	91.678955	96.025018	93.756917	93.78389	88.345177	94.038225	95.827442	94.576064	94.903959	95.871578	96.54115	94.782322
2054.0	91.660849	96.039419	93.700657	93.759614	88.414657	94.132848	95.852478	94.64262	94.960576	95.921135	96.570406	94.806607
2053.0	91.603123	96.015824	93.61402	93.7044	88.454288	94.187668	95.825168	94.654665	95.023093	95.942115	96.585436	94.793852
2052.0	91.548647	95.952856	93.527683	93.648478	88.485628	94.203732	95.778364	94.64592	95.084594	95.944105	96.587232	94.745736
2051.0	91.56132	95.902239	93.485069	93.638114	88.551883	94.22508	95.771381	94.659339	95.154965	95.966277	96.587523	94.712903
2050.0	91.664139	95.911555	93.501835	93.681862	88.667212	94.295834	95.832522	94.70374	95.235034	96.03068	96.598758	94.735686
2049.0	91.822788	95.983345	93.568346	93.754837	88.808716	94.425378	95.942677	94.767283	95.306118	96.121786	96.628281	94.806225
2048.0	91.978674	96.085867	93.666038	93.839092	88.949328	94.582667	96.062644	94.844384	95.355849	96.213043	96.673811	94.891228
2047.0	92.088034	96.18498	93.768242	93.930243	89.074241	94.712828	96.160062	94.925487	95.394602	96.291733	96.721349	94.966643
2046.0	92.143031	96.26032	93.849398	94.015369	89.172267	94.770226	96.219184	94.987385	95.434708	96.353027	96.756062	95.020329
2045.0	92.174528	96.308684	93.909249	94.077624	89.241739	94.753975	96.246695	95.020057	95.471393	96.394527	96.778213	95.048108
2044.0	92.224385	96.34123	93.96849	94.11874	89.301631	94.707799	96.263174	95.039514	95.493293	96.423037	96.799626	95.061137
2043.0	92.301242	96.367529	94.033768	94.153913	89.371523	94.6744	96.273882	95.054011	95.49725	96.445588	96.823312	95.078043
2042.0	92.377837	96.381872	94.091724	94.190927	89.44599	94.661069	96.261247	95.044583	95.486608	96.451593	96.838424	95.102343
2041.0	92.437356	96.374547	94.139781	94.229972	89.508669	94.655671	96.220183	94.997874	95.466519	96.424286	96.837023	95.120615
2040.0	92.496259	96.350816	94.190265	94.271759	89.560202	94.65212	96.178638	94.930019	95.443922	96.36983	96.821961	95.122065
2039.0	92.569141	96.325694	94.241456	94.311976	89.609841	94.644196	96.160373	94.860685	95.423223	96.313364	96.796276	95.106311
2038.0	92.642663	96.308145	94.282785	94.343844	89.653431	94.61725	96.150278	94.79513	95.40359	96.267829	96.761818	95.078511
2037.0	92.703566	96.305294	94.332249	94.378982	89.685691	94.568746	96.124213	94.745422	95.388595	96.22863	96.731614	95.052782
2036.0	92.763992	96.332533	94.423377	94.444913	89.721863	94.52087	96.095632	94.731251	95.391159	96.197597	96.723534	95.049466
2035.0	92.836691	96.399692	94.546032	94.546571	89.78021	94.493905	96.101838	94.743197	95.415946	96.188982	96.735472	95.070685
2034.0	92.911401	96.490889	94.648722	94.65146	89.852193	94.484412	96.154911	94.745647	95.44379	96.20773	96.746436	95.090403
2033.0	92.977371	96.574879	94.712862	94.726501	89.914579	94.484956	96.233433	94.733906	95.450197	96.240047	96.748023	95.086368
2032.0	93.040448	96.633471	94.772201	94.765977	89.961756	94.500673	96.310523	94.745464	95.436424	96.269493	96.752758	95.06704
2031.0	93.096885	96.667679	94.843219	94.773581	90.005493	94.528525	96.363151	94.797423	95.429217	96.289549	96.765319	95.051746
2030.0	93.125278	96.686831	94.894666	94.753427	90.057675	94.548667	96.37079	94.86149	95.455725	96.303086	96.772048	95.0492
2029.0	93.130239	96.709315	94.908656	94.735156	90.132393	94.561252	96.341713	94.919644	95.528333	96.323841	96.770195	95.073475
2028.0	93.158303	96.759245	94.916432	94.765206	90.243918	94.606435	96.329298	94.996499	95.641835	96.370351	96.782618	95.147266
2027.0	93.238314	96.837183	94.947799	94.848929	90.380086	94.718677	96.383745	95.113019	95.771089	96.44168	96.8286	95.261436
2026.0	93.3363	96.904087	94.993571	94.936565	90.498041	94.877532	96.491039	95.252229	95.880782	96.510017	96.898798	95.361623
2025.0	93.401023	96.919567	95.042161	94.989605	90.571778	95.02673	96.58866	95.392673	95.95381	96.557642	96.971345	95.409697
2024.0	93.431283	96.894325	95.105829	95.026898	90.627887	95.130896	96.641721	95.534976	96.007551	96.610946	97.035954	95.435341
2023.0	93.46647	96.879726	95.185088	95.080984	90.710741	95.195784	96.676395	95.674068	96.072327	96.709995	97.091274	95.491319
2022.0	93.530751	96.908375	95.250201	95.146877	90.830312	95.248394	96.738386	95.787402	96.161315	96.849099	97.136127	95.581125
2021.0	93.615654	96.964972	95.281761	95.204613	90.964665	95.31669	96.844486	95.873238	96.266951	96.973014	97.175987	95.666831
2020.0	93.699808	97.011042	95.291536	95.258234	91.089702	95.410945	96.976084	95.959361	96.370024	97.033262	97.221842	95.725616
2019.0	93.760114	97.018357	95.285909	95.317389	91.182273	95.50756	97.098341	96.052887	96.444419	97.029106	97.271045	95.761001
2018.0	93.778052	96.980882	95.252595	95.365469	91.218951	95.567974	97.180176	96.125044	96.473574	96.996212	97.304712	95.776885
2017.0	93.759674	96.917242	95.202991	95.379788	91.206596	95.588135	97.212238	96.166633	96.476976	96.976682	97.314812	95.778257
2016.0	93.738372	96.862886	95.180158	95.36485	91.196624	95.607823	97.210854	96.21138	96.4976	96.996161	97.317121	95.78108
2015.0	93.741535	96.84293	95.201527	95.338542	91.237291	95.658109	97.197637	96.27866	96.548289	97.050217	97.326049	95.789701
2014.0	93.76942	96.854097	95.236626	95.308681	91.328846	95.730321	97.183724	96.342129	96.598866	97.1109	97.335138	95.787484
2013.0	93.811373	96.879871	95.257397	95.287536	91.444003	95.808718	97.178991	96.379557	96.630742	97.153558	97.333407	95.779268
2012.0	93.857406	96.911699	95.269614	95.300321	91.565343	95.895325	97.196893	96.408543	96.669766	97.173956	97.324212	95.811162
2011.0	93.888259	96.943642	95.283919	95.351873	91.681125	95.982884	97.237379	96.450314	96.738703	97.177637	97.319433	95.910506
2010.0	93.88724	96.962371	95.300613	95.410089	91.774454	96.042171	97.284659	96.502929	96.809209	97.172439	97.331042	96.035833
2009.0	93.878397	96.967908	95.337492	95.450593	91.852138	96.07012	97.338512	96.571443	96.842463	97.18556	97.37393	96.130005
2008.0	93.920304	96.995184	95.423225	95.495842	91.961076	96.118861	97.42691	96.674377	96.85854	97.260963	97.455231	96.197313
2007.0	94.036534	97.081065	95.542297	95.578628	92.13455	96.234513	97.561688	96.792197	96.916092	97.40643	97.551541	96.275288
2006.0	94.178901	97.207264	95.632678	95.684294	92.337288	96.388108	97.698679	96.86016	97.02667	97.556713	97.61834	96.352572
2005.0	94.281352	97.305095	95.659734	95.762285	92.500659	96.504372	97.772327	96.84511	97.13372	97.623849	97.634229	96.379302
2004.0	94.32608	97.326709	95.649918	95.783454	92.598821	96.541278	97.762034	96.785603	97.182536	97.584164	97.618026	96.349152
2003.0	94.338729	97.288757	95.637755	95.761279	92.65804	96.51096	97.700147	96.731689	97.176682	97.493635	97.595633	96.313142
2002.0	94.348296	97.242982	95.628432	95.72948	92.708748	96.447513	97.628906	96.692888	97.159318	97.427517	97.573012	96.315648
2001.0	94.372753	97.22533	95.62424	95.716037	92.762001	96.388046	97.573529	96.66476	97.16446	97.422688	97.548352	96.357569
2000.0	94.417518	97.236009	95.641035	95.726269	92.818539	96.362791	97.543547	96.657241	97.188736	97.462438	97.527474	96.414837
1999.0	94.465352	97.25241	95.678314	95.737798	92.871339	96.37068	97.533334	96.670491	97.197573	97.495899	97.514997	96.458863
1998.0	94.48373	97.249299	95.709432	95.724715	92.905845	96.373802	97.521181	96.680657	97.158674	97.477654	97.506789	96.464727
